23-46001,http://tshop.r10s.jp/monju/cabinet/trusco_01/imgrc0065957796.jpg?fitin=700:700,132.8000,,花・ガーデン・DIY > DIY・工具 > 接着・補修用品 > 粘着テープ,積水化学工業　梱包用ＰＰテープ　48mm幅×50m長×0.052mm厚　クリア,,"★特徴★<br>
●透明性が高く、貼る場所を選びません<BR>
<BR>
★仕様★<BR>
●紙芯:再生紙使用<BR>
●粘着力:3.4N/10mm<BR>
●引張強度:50N/10mm<BR>
●芯径:3インチ(76mm)<BR>
●切断にはカッターが必要<BR>
●色:クリア<BR>
●幅(mm):48<BR>
●長さ(m):50<BR>
●厚み(mm):0.052<BR>
●質量:150g<BR>
●基材:ポリプロピレン<BR>
●粘着剤:アクリル系<br>",積水化学工業　梱包用ＰＰテープ　48mm幅&times;50m長&times;0.052mm厚　クリア：工具のお店　モンジュＳＨＯＰ,TONE（トネ）PROXXON(プロクソン)アーテック（ARTEC)夏休みの工作ホーザン　HOZANジェフコム圧着工具工具箱電気工事士ロブテックスMCCKTCOLFAはんだごて電気工事士技能試験ベッセル工具ANEX（兼古製作所）シリコンエンジニア積水化学工業　梱包用ＰＰテープ　48mm幅&times;50m長&times;0.052mm厚　クリア,積水化学工業　梱包用ＰＰテープ　48mm幅&times;50m長&times;0.052mm厚　クリア[rn]
23-46047,http://tshop.r10s.jp/monju/cabinet/tape/218-7191.jpg?fitin=700:700,1826.4000,,花・ガーデン・DIY > DIY・工具 > 接着・補修用品 > 粘着テープ,3M(スリーエム)　スコッチ　フィラメンテープ24mm×55m×0.20mm,,"<center>
<TABLE border=""0"">
  <TR>
    <TD rowspan=""2""><B><FONT size=""-1"">&lt;特長&gt;</FONT></B></TD>
    <TD><FONT size=""-1"">●ポリエステル繊維で補強されているため、再はく離用途に適しています</FONT></TD>
  </TR><TR>
    <TD><FONT size=""-1"">●透明感があり、印刷文字の上から貼っても文字を読み取ることが可能です</FONT></TD>
  </TR><TR>
    <TD></TD>
    <TD>　</TD>
  </TR><TR>
    <TD rowspan=""3""><B><FONT size=""-1"">&lt;用途&gt;</FONT></B></TD>
    <TD><FONT size=""-1"">●コイルのエンド止め、コアスター等の仮止め</FONT></TD>
  </TR><TR>
    <TD><FONT size=""-1"">●積み荷の固定</FONT></TD>
  </TR><TR>
    <TD><FONT size=""-1"">●チューブ・竿・木材・粗表面金属の結束</FONT></TD>
  </TR><TR>
    <TD></TD>
    <TD>　</TD>
  </TR><TR>
    <TD rowspan=""4""><B><FONT size=""-1"">&lt;仕様&gt;</FONT></B></TD>
    <TD><FONT size=""-1"">●切断にはカッターが必要</FONT></TD>
  </TR><TR>
    <TD><FONT size=""-1"">●粘着力：8.8N/10mm</FONT></TD>
  </TR><TR>
    <TD><FONT size=""-1"">●引張強度：472N/10mm</FONT></TD>
  </TR><TR>
    <TD><FONT size=""-1"">●色：ホワイト/透明</FONT></TD>
  </TR><TR>
    <TD></TD>
    <TD>　</TD>
  </TR><TR>
    <TD rowspan=""2""><FONT size=""-1""><B>&lt;材質&gt;</B></FONT></TD>
    <TD><FONT size=""-1"">●基材：ポリプロピレンフィルム+ポリエステル繊維</FONT></TD>
  </TR><TR>
    <TD><FONT size=""-1"">●粘着剤：ゴム系</FONT></TD>
  </TR></TABLE></center><br>",3M(スリーエム)　スコッチ　フィラメンテープ24mm&times;55m&times;0.20mm：工具のお店　モンジュＳＨＯＰ,TONE（トネ）PROXXON(プロクソン)アーテック（ARTEC)夏休みの工作ホーザン　HOZANジェフコム圧着工具工具箱電気工事士ロブテックスMCCKTCOLFAはんだごて電気工事士技能試験ベッセル工具ANEX（兼古製作所）シリコンエンジニア3M(スリーエム)　スコッチ　フィラメンテープ24mm&times;55m&times;0.20mm,3M(スリーエム)　スコッチ　フィラメンテープ24mm&times;55m&times;0.20mm[rn]
23-46048,http://tshop.r10s.jp/monju/cabinet/trusco_01/imgrc0066005314.jpg?fitin=700:700,136.0000,,花・ガーデン・DIY > DIY・工具 > 接着・補修用品 > 粘着テープ,セキスイ　仮止め紙テープ”アドシール”　15mm幅×15m長×0.105mm厚,,"★特徴★<br>
●テープののり面とのり面しか粘着しません。のり跡がコードや支柱にも残りにくいです<BR>
●紙製のテープですので廃棄が容易です<BR>
●使っていないコード類の束ね仮止め用<BR>
●支柱と植物の茎の固定用<BR>
<BR>
★仕様★<BR>
●粘着力:2.8N/15mm<br>
●引張強度:45N/10mm<BR>
●手で切断可能<BR>
●色:ベージュ<BR>
●幅(mm):15<BR>
●長さ(m):15<BR>
●厚み(mm):0.105<br>
●質量:28g<BR>
●基材:パルプ<BR>
●粘着剤:ゴム系<br><br>",セキスイ　仮止め紙テープ&rdquo;アドシール&rdquo;　15mm幅&times;15m長&times;0.105mm厚：工具のお店　モンジュＳＨＯＰ,TONE（トネ）PROXXON(プロクソン)アーテック（ARTEC)夏休みの工作ホーザン　HOZANジェフコム圧着工具工具箱電気工事士ロブテックスMCCKTCOLFAはんだごて電気工事士技能試験ベッセル工具ANEX（兼古製作所）シリコンエンジニアセキスイ　仮止め紙テープ&rdquo;アドシール&rdquo;　15mm幅&times;15m長&times;0.105mm厚,セキスイ　仮止め紙テープ&rdquo;アドシール&rdquo;　15mm幅&times;15m長&times;0.105mm厚[rn]
23-46049,http://tshop.r10s.jp/monju/cabinet/tape/213-0289.jpg?fitin=700:700,664.8000,,花・ガーデン・DIY > DIY・工具 > 接着・補修用品 > 粘着テープ,TRUSCO(トラスコ)ふしぎテープセット18mm×50m×0.03mm,,"<center>
<TABLE border=""0"">
  <TR>
    <TD rowspan=""2"" align=""center""><B><FONT size=""-1"">&lt;特長&gt;</FONT></B></TD>
    <TD><FONT size=""-1"">●テープとテープが接着し、他の物には接着しないため、製品にのりが付きません</FONT></TD>
  </TR><TR>
    <TD><FONT size=""-1"">●テープに筆記でき、識別・封印・表示・小分け作業に最適です</FONT></TD>
  </TR><TR>
    <TD align=""center""></TD>
    <TD>　</TD>
  </TR><TR>
    <TD align=""center"" rowspan=""3""><B><FONT size=""-1"">&lt;用途&gt;</FONT></B></TD>
    <TD><FONT size=""-1"">●配線コードの結束</FONT></TD>
  </TR><TR>
    <TD><FONT size=""-1"">●光ファイバーの結束</FONT></TD>
  </TR><TR>
    <TD><FONT size=""-1"">●パネル、トレイなどの結束</FONT></TD>
  </TR><TR>
    <TD align=""center""></TD>
    <TD>　</TD>
  </TR><TR>
    <TD rowspan=""2"" align=""center""><B><FONT size=""-1"">&lt;仕様&gt;</FONT></B></TD>
    <TD><FONT size=""-1"">●切断にはカッターが必要</FONT></TD>
  </TR><TR>
    <TD><FONT size=""-1"">●色：ホワイト</FONT></TD>
  </TR><TR>
    <TD align=""center""></TD>
    <TD>　</TD>
  </TR><TR>
    <TD rowspan=""2"" align=""center""><FONT size=""-1""><B>&lt;材質&gt;</B></FONT></TD>
    <TD><FONT size=""-1"">●基材：ポリプロピレン(PP)</FONT></TD>
  </TR><TR>
    <TD><FONT size=""-1"">●粘着剤：特殊ゴム系塗料</FONT></TD>
  </TR></TABLE></center><br>",TRUSCO(トラスコ)ふしぎテープセット18mm&times;50m&times;0.03mm：工具のお店　モンジュＳＨＯＰ,TONE（トネ）PROXXON(プロクソン)アーテック（ARTEC)夏休みの工作ホーザン　HOZANジェフコム圧着工具工具箱電気工事士ロブテックスMCCKTCOLFAはんだごて電気工事士技能試験ベッセル工具ANEX（兼古製作所）シリコンエンジニアTRUSCO(トラスコ)ふしぎテープセット18mm&times;50m&times;0.03mm,TRUSCO(トラスコ)ふしぎテープセット18mm&times;50m&times;0.03mm[rn]
23-46050,http://tshop.r10s.jp/monju/cabinet/tape/356-2361.jpg?fitin=700:700,948.8000,,花・ガーデン・DIY > DIY・工具 > 接着・補修用品 > 粘着テープ,3M(スリーエム)　スコッチ　軽包装用OPPテープ 10巻15mm×50m×0.045mm,,"<center>
<TABLE border=""0"">
  <TR>
    <TD rowspan=""3"" align=""center""><B><FONT size=""-1"">&lt;特長&gt;</FONT></B></TD>
    <TD><FONT size=""-1"">●変色しづらく、美しさを保ちます</FONT></TD>
  </TR><TR>
    <TD><FONT size=""-1"">●粘着剤は無溶剤なので安心です</FONT></TD>
  </TR><TR>
    <TD><FONT size=""-1"">●水に強いテープです</FONT></TD>
  </TR><TR>
    <TD align=""center""></TD>
    <TD>　</TD>
  </TR><TR>
    <TD align=""center""><B><FONT size=""-1"">&lt;用途&gt;</FONT></B></TD>
    <TD><FONT size=""-1"">●ポリ袋などの仮とめ、ポスターの貼り付け、PEシートのとめなど</FONT></TD>
  </TR><TR>
    <TD align=""center""></TD>
    <TD>　</TD>
  </TR><TR>
    <TD rowspan=""4"" align=""center""><B><FONT size=""-1"">&lt;仕様&gt;</FONT></B></TD>
    <TD><FONT size=""-1"">●粘着力：3.0N/cm</FONT></TD>
  </TR><TR>
    <TD><FONT size=""-1"">●引張強度：28N/cm</FONT></TD>
  </TR><TR>
    <TD><FONT size=""-1"">●伸び：80%</FONT></TD>
  </TR><TR>
    <TD><FONT size=""-1"">●耐湿性、耐変色性良好</FONT></TD>
  </TR><TR>
    <TD align=""center""></TD>
    <TD>　</TD>
  </TR><TR>
    <TD rowspan=""2"" align=""center""><FONT size=""-1""><B>&lt;材質&gt;</B></FONT></TD>
    <TD><FONT size=""-1"">●基材：ポリプロピレン</FONT></TD>
  </TR><TR>
    <TD><FONT size=""-1"">●粘着剤：アクリル系粘着剤</FONT></TD>
  </TR></TABLE></center><br>",3M(スリーエム)　スコッチ　軽包装用OPPテープ 10巻15mm&times;50m&times;0.045mm：工具のお店　モンジュＳＨＯＰ,TONE（トネ）PROXXON(プロクソン)アーテック（ARTEC)夏休みの工作ホーザン　HOZANジェフコム圧着工具工具箱電気工事士ロブテックスMCCKTCOLFAはんだごて電気工事士技能試験ベッセル工具ANEX（兼古製作所）シリコンエンジニア3M(スリーエム)　スコッチ　軽包装用OPPテープ 10巻15mm&times;50m&times;0.045mm,3M(スリーエム)　スコッチ　軽包装用OPPテープ 10巻15mm&times;50m&times;0.045mm[rn]
23-46051,http://tshop.r10s.jp/monju/cabinet/tape/356-4533.jpg?fitin=700:700,2670.4000,,花・ガーデン・DIY > DIY・工具 > 接着・補修用品 > 粘着テープ,バッグシーリングテープ20巻入,,"<center>
<TABLE border=""0"">
  <TR>
    <TD align=""center""><B><FONT size=""-1"">&lt;特長&gt;</FONT></B></TD>
    <TD><FONT size=""-1"">●防湿、耐水性に優れたテープです</FONT></TD>
  </TR><TR>
    <TD align=""center""></TD>
    <TD>　</TD>
  </TR><TR>
    <TD rowspan=""5"" align=""center""><B><FONT size=""-1"">&lt;用途&gt;</FONT></B></TD>
    <TD><FONT size=""-1"">●青果、生麺、パン、冷凍食品等</FONT></TD>
  </TR><TR>
    <TD><FONT size=""-1"">●食品全般</FONT></TD>
  </TR><TR>
    <TD><FONT size=""-1"">●ねじ等工業部品の小分け袋詰めのバッグシーリング</FONT></TD>
  </TR><TR>
    <TD></TD>
  </TR><TR>
    <TD><FONT size=""-1"">●幅×長さ：9mm×50m</FONT></TD>
  </TR><TR>
    <TD align=""center""></TD>
    <TD>　</TD>
  </TR><TR>
    <TD align=""center""></TD>
    <TD align=""center"">【替テープ】<BR>バッグシーラー(本体)    </TD>
  </TR></TABLE></center><br>",バッグシーリングテープ20巻入：工具のお店　モンジュＳＨＯＰ,TONE（トネ）PROXXON(プロクソン)アーテック（ARTEC)夏休みの工作ホーザン　HOZANジェフコム圧着工具工具箱電気工事士ロブテックスMCCKTCOLFAはんだごて電気工事士技能試験ベッセル工具ANEX（兼古製作所）シリコンエンジニアバッグシーリングテープ20巻入,バッグシーリングテープ20巻入[rn]
23-46052,http://tshop.r10s.jp/monju/cabinet/tape/171-1725.jpg?fitin=700:700,761.6000,,花・ガーデン・DIY > DIY・工具 > 接着・補修用品 > 粘着テープ,3M(スリーエム)　スコッチ　結束、仮固定用テープ透明タイプ24mm×55m×0.13mm,,"<center>
<TABLE border=""0"">
  <TR>
    <TD rowspan=""2""><B><FONT size=""-1"">&lt;特長&gt;</FONT></B></TD>
    <TD><FONT size=""-1"">●耐水性、耐摩耗性に優れ、透明性の高いフィルム基材を高強度の繊維で補強し、<BR>
    　高接着力の粘着剤を塗布したテープです</FONT></TD>
  </TR><TR>
    <TD><FONT size=""-1"">●透明性の高い基材を使用していますので、デザインを損なうことなく封緘、<BR>
    　固定作業を行え、バーコードの上から貼っても読みとることができます</FONT></TD>
  </TR><TR>
    <TD></TD>
    <TD>　</TD>
  </TR><TR>
    <TD rowspan=""2""><B><FONT size=""-1"">&lt;用途&gt;</FONT></B></TD>
    <TD><FONT size=""-1"">●管材・鋼材・重量物の結束</FONT></TD>
  </TR><TR>
    <TD><FONT size=""-1"">●家電、OA機器の部品仮固定</FONT></TD>
  </TR><TR>
    <TD></TD>
    <TD>　</TD>
  </TR><TR>
    <TD rowspan=""4""><B><FONT size=""-1"">&lt;仕様&gt;</FONT></B></TD>
    <TD><FONT size=""-1"">●切断にはカッターが必要</FONT></TD>
  </TR><TR>
    <TD><FONT size=""-1"">●粘着力：6.7N/10mm</FONT></TD>
  </TR><TR>
    <TD><FONT size=""-1"">●引張強度：274N/10mm</FONT></TD>
  </TR><TR>
    <TD><FONT size=""-1"">●色：透明</FONT></TD>
  </TR><TR>
    <TD></TD>
    <TD>　</TD>
  </TR><TR>
    <TD rowspan=""2""><FONT size=""-1""><B>&lt;材質&gt;</B></FONT></TD>
    <TD><FONT size=""-1"">●基材：ポリプロピレン</FONT></TD>
  </TR><TR>
    <TD><FONT size=""-1"">●粘着剤：ゴム系</FONT></TD>
  </TR></TABLE></center><br>",3M(スリーエム)　スコッチ　結束、仮固定用テープ透明タイプ24mm&times;55m&times;0.13mm：工具のお店　モンジュＳＨＯＰ,TONE（トネ）PROXXON(プロクソン)アーテック（ARTEC)夏休みの工作ホーザン　HOZANジェフコム圧着工具工具箱電気工事士ロブテックスMCCKTCOLFAはんだごて電気工事士技能試験ベッセル工具ANEX（兼古製作所）シリコンエンジニア3M(スリーエム)　スコッチ　結束、仮固定用テープ透明タイプ24mm&times;55m&times;0.13mm,3M(スリーエム)　スコッチ　結束、仮固定用テープ透明タイプ24mm&times;55m&times;0.13mm[rn]
23-46053,http://tshop.r10s.jp/monju/cabinet/trusco_01/imgrc0066140761.jpg?fitin=700:700,672.0000,,花・ガーデン・DIY > DIY・工具 > 接着・補修用品 > 粘着テープ,スリーボンド　シールテープ　13mm幅×5m　10巻,,"★特徴★<br>
●フッ素樹脂を未燃成のままテープにしたもので自己融着します<br>
●ねじ込み、取り外しが容易です<br>
●各種配管のねじ部のシール、各種ボルトのシール<br>
<br>
★仕様★<br>
●使用温度範囲:-100～250℃<br>
●手で切断可能<br>
●色:ホワイト<br>
●幅(mm):13<br>
●長さ(m):5<br>
●厚み(mm):0.1<br>
●質量:20g<br>
●基材：フッ素樹脂<br>",スリーボンド　シールテープ　13mm幅&times;5m　10巻：工具のお店　モンジュＳＨＯＰ,TONE（トネ）PROXXON(プロクソン)アーテック（ARTEC)夏休みの工作ホーザン　HOZANジェフコム圧着工具工具箱電気工事士ロブテックスMCCKTCOLFAはんだごて電気工事士技能試験ベッセル工具ANEX（兼古製作所）シリコンエンジニアスリーボンド　シールテープ　13mm幅&times;5m　10巻,スリーボンド　シールテープ　13mm幅&times;5m　10巻[rn]
23-46054,http://tshop.r10s.jp/monju/cabinet/trusco_01/imgrc0066005311.jpg?fitin=700:700,472.0000,,花・ガーデン・DIY > DIY・工具 > 接着・補修用品 > 粘着テープ,3M(スリーエム)　スコッチ　結束、仮固定用テープ　24mm幅×55m長×0.11mm厚,,"★特徴★<br>
●補強繊維を使用していないのに、高い引っ張り強度を持っています<br>
●再はく離性に優れます<br>
●管材・鋼材・重量物の結束、家電、OA機器の部品仮固定に最適です<br>
<br>
★仕様★<br>
●粘着力:7.1N/10mm<br>
●引張強度:280N/10mm<br>
●切断にはカッターが必要<br>
●色:ブルー<br>
●幅(mm):24<br>
●長さ(m):55<br>
●厚み(mm):0.11<br>
●質量:320g<br>
●基材:特殊ポリプロピレン<br>
●粘着剤:ゴム系<br>",3M(スリーエム)　スコッチ　結束、仮固定用テープ　24mm幅&times;55m長&times;0.11mm厚：工具のお店　モンジュＳＨＯＰ,TONE（トネ）PROXXON(プロクソン)アーテック（ARTEC)夏休みの工作ホーザン　HOZANジェフコム圧着工具工具箱電気工事士ロブテックスMCCKTCOLFAはんだごて電気工事士技能試験ベッセル工具ANEX（兼古製作所）シリコンエンジニア3M(スリーエム)　スコッチ　結束、仮固定用テープ　24mm幅&times;55m長&times;0.11mm厚,3M(スリーエム)　スコッチ　結束、仮固定用テープ　24mm幅&times;55m長&times;0.11mm厚[rn]
23-46055,http://tshop.r10s.jp/monju/cabinet/trusco_01/imgrc0066033739.jpg?fitin=700:700,530.4000,,花・ガーデン・DIY > DIY・工具 > 接着・補修用品 > 粘着テープ,3M(スリーエム)　スコッチ　耐熱マスキングテープ　車両塗装用　6mm幅×18m長×0.08mm厚　イエロー　20巻入,,"★特徴★<br>
●はがす時、のり残りしにくく、切れにくい上、接着性にも優れます<br>
●凹凸面にしっかりなじみます<br>
●アールがとりやすくなっています<br>
<br>
★仕様★<bR>
●粘着力:1.06N/10mm<br>
●引張強度:28.6N/10mm<br>
●連続使用温度:120℃（60分）<br>
●手で切断可能<br>
●色:イエロー<br>
●幅(mm):6<br>
●長さ(m):18<br>
●厚み(mm):0.08<br>
●質量:186g<br>
●基材:和紙<br>
●粘着剤:アクリル系<br>",3M(スリーエム)　スコッチ　耐熱マスキングテープ　車両塗装用　6mm幅&times;18m長&times;0.08mm厚　イエロー　20巻入：工具のお店　モンジュＳＨＯＰ,TONE（トネ）PROXXON(プロクソン)アーテック（ARTEC)夏休みの工作ホーザン　HOZANジェフコム圧着工具工具箱電気工事士ロブテックスMCCKTCOLFAはんだごて電気工事士技能試験ベッセル工具ANEX（兼古製作所）シリコンエンジニア3M(スリーエム)　スコッチ　耐熱マスキングテープ　車両塗装用　6mm幅&times;18m長&times;0.08mm厚　イエロー　20巻入,3M(スリーエム)　スコッチ　耐熱マスキングテープ　車両塗装用　6mm幅&times;18m長&times;0.08mm厚　イエロー　20巻入[rn]
23-46056,http://tshop.r10s.jp/monju/cabinet/tape/171-1725.jpg?fitin=700:700,571.2000,,花・ガーデン・DIY > DIY・工具 > 接着・補修用品 > 粘着テープ,3M(スリーエム)　スコッチ　結束、仮固定用テープ18mm×55m×0.13mm,,"<center>
<TABLE border=""0"">
  <TR>
    <TD rowspan=""2""><B><FONT size=""-1"">&lt;特長&gt;</FONT></B></TD>
    <TD><FONT size=""-1"">●耐水性、耐摩耗性に優れ、透明性の高いフィルム基材を高強度の繊維で補強し、<BR>
    　高接着力の粘着剤を塗布したテープです</FONT></TD>
  </TR><TR>
    <TD><FONT size=""-1"">●透明性の高い基材を使用していますので、デザインを損なうことなく封緘、<BR>
    　固定作業を行え、バーコードの上から貼っても読みとることができます</FONT></TD>
  </TR><TR>
    <TD></TD>
    <TD>　</TD>
  </TR><TR>
    <TD rowspan=""2""><B><FONT size=""-1"">&lt;用途&gt;</FONT></B></TD>
    <TD><FONT size=""-1"">●管材・鋼材・重量物の結束</FONT></TD>
  </TR><TR>
    <TD><FONT size=""-1"">●家電、OA機器の部品仮固定</FONT></TD>
  </TR><TR>
    <TD></TD>
    <TD>　</TD>
  </TR><TR>
    <TD rowspan=""4""><B><FONT size=""-1"">&lt;仕様&gt;</FONT></B></TD>
    <TD><FONT size=""-1"">●切断にはカッターが必要</FONT></TD>
  </TR><TR>
    <TD><FONT size=""-1"">●粘着力：6.7N/10mm</FONT></TD>
  </TR><TR>
    <TD><FONT size=""-1"">●引張強度：274N/10mm</FONT></TD>
  </TR><TR>
    <TD><FONT size=""-1"">●色：透明</FONT></TD>
  </TR><TR>
    <TD></TD>
    <TD>　</TD>
  </TR><TR>
    <TD rowspan=""2""><FONT size=""-1""><B>&lt;材質&gt;</B></FONT></TD>
    <TD><FONT size=""-1"">●基材：ポリプロピレン</FONT></TD>
  </TR><TR>
    <TD><FONT size=""-1"">●粘着剤：ゴム系</FONT></TD>
  </TR></TABLE></center><br>",3M(スリーエム)　スコッチ　結束、仮固定用テープ18mm&times;55m&times;0.13mm：工具のお店　モンジュＳＨＯＰ,TONE（トネ）PROXXON(プロクソン)アーテック（ARTEC)夏休みの工作ホーザン　HOZANジェフコム圧着工具工具箱電気工事士ロブテックスMCCKTCOLFAはんだごて電気工事士技能試験ベッセル工具ANEX（兼古製作所）シリコンエンジニア3M(スリーエム)　スコッチ　結束、仮固定用テープ18mm&times;55m&times;0.13mm,3M(スリーエム)　スコッチ　結束、仮固定用テープ18mm&times;55m&times;0.13mm[rn]
