10-107901,http://tshop.r10s.jp/yminfo/cabinet/ikou_20090730_002/img1038830929.jpg?fitin=700:700,3573.6000,,花・ガーデン・DIY > ガーデニング・農業 > 剪定用具 > 園芸用はさみ,源造刃物　針金切　200ｍｍ（黒染） 262,,,源造刃物　針金切　200ｍｍ（黒染） 262：村の鍛冶屋,滑車包丁シェルフペグエアーコンプレッサーバーベキュー除菌クーラーボックスステンレスワイヤー栗むきベビースリング村の鍛冶屋スプレーガンフラワーアーチスモーカー防水スプレーコシヒカリ合羽オベリスクリング源造刃物　針金切　200ｍｍ（黒染） 262,源造刃物　針金切　200ｍｍ（黒染） 262[rn]
10-107987,http://tshop.r10s.jp/yminfo/cabinet/00121755/lih-1350.jpg?fitin=700:700,13818.4000,,花・ガーデン・DIY > ガーデニング・農業 > 剪定用具 > 園芸用はさみ,【45%OFF】【頑張って送料無料！】ムサシ(musashi) 充電式ヘッジトリマー350mm　LiH-1350電線が邪魔にならない！充電式だから電源なくてもOK,生け垣の刈込、庭木の剪定に！240&deg;回転！,"【ここがポイント！】 
 コードレスなので場所を選びません！ 
 刃は両刃駆動で特殊コーティングメッキを施しており、お手入れが簡単です。 スイッチをハンドルの位置に大きく作っていますので、ハンドルと一緒に握っておくだけで楽に刈り込むことができます。
 
 剪定の際に飛び散る葉や枝から手を守るためのハンドカバーや、飛び散りを少なくするための枝キャッチャーもついています 
 バッテリーを含めて、重さ約1.6kg。コードがないので軽々と樹木の剪定ができます。ハンドルが240°回転するので、少し高い位置も楽に剪定できます。 
 
　【商品詳細】 
モーター 直流マグネットモーター 10.8V 
電圧 直流 10.8V 
ストローク数 約1300min-1（回/分） 
刈り込み幅 約350mm 
最大切断径 約10mm（樹木の種類や季節で変わります） 
使用時間 約20分（樹木の種類や季節で変わります） 
充電時間 約1時間（周囲の温度で変わります） 
刃 ハードクロームメッキ、高炭素鋼 
サイズ 長さ 650mm×幅 180mm×高さ 160mm 
重量 約1.6kg（電池パック含む） 
付属品  リチウムイオン電池パック（Li-ion10.8Vバッテリ）
リチウムイオン電池専用充電器（Li-ion10.8V充電器）
枝キャッチャー
可動刃ケース 
 
<TABLE border=""0"">

    <TR>
      <TD><IMG src=""http://image.rakuten.co.jp/yminfo/cabinet/img55433813.jpg"" border=""0""></TD>
    </TR>
    <TR>
      <TD><FONT size=""-1"">ガーデニング用電動工具</FONT></TD>
    </TR>
    <TR>
      <TD><FONT size=""-1"">充電式ヘッジトリマーLiH-1350</FONT></TD>
    </TR>
    <TR>
      <TD><FONT size=""-1"">充電式ヘッジトリマーLiH-1350用替刃　H-97</FONT></TD>
    </TR>
    <TR>
      <TD><FONT size=""-1"">リチウムイオン電池パック（Li-ion10.8Vバッテリ）</FONT></TD>
    </TR>
    <TR>
      <TD><FONT size=""-1"">リチウムイオン電池専用充電器（Li-ion10.8V充電器）</FONT></TD>
    </TR>
    <TR>
      <TD><FONT size=""-1"">充電式ガーデンバリカンLiS-1160</FONT></TD>
    </TR>
    <TR>
      <TD><FONT size=""-1"">激落ち刃物クリーナー </FONT></TD>
    </TR>

</TABLE>",【45%OFF】【頑張って送料無料！】ムサシ(musashi) 充電式ヘッジトリマー350mm　LiH-1350電線が邪魔にならない！充電式だから電源なくてもOK：村の鍛冶屋,滑車包丁シェルフペグエアーコンプレッサーバーベキュー除菌クーラーボックスステンレスワイヤー栗むきベビースリング村の鍛冶屋スプレーガンフラワーアーチスモーカー防水スプレーコシヒカリ合羽オベリスクリング【45%OFF】【頑張って送料無料！】ムサシ(musashi) 充電式ヘッジトリマー350mm　LiH-1350電線が邪魔にならない！充電式だから電源なくてもOK,生け垣の刈込、庭木の剪定に！240&deg;回転！。【45%OFF】【頑張って送料無料！】ムサシ(musashi) 充電式ヘッジトリマー350mm　LiH-1350電線が邪魔にならない！充電式だから電源なくてもOK[rn]
10-107988,http://tshop.r10s.jp/yminfo/cabinet/00121755/lic-50.jpg?fitin=700:700,2994.4000,,花・ガーデン・DIY > ガーデニング・農業 > 剪定用具 > 園芸用はさみ,ムサシ(musashi) 10.8Vリチウムイオンバッテリー充電器LiC-50充電式ガーデンバリカン・ヘッジトリマー・万能ノコギリなどに,充電器です！,"【ここがポイント！】 
 充電式ガーデンバリカンLiG-1160、充電式ヘッジトリマーLiH-1350、充電式万能ノコギリLiS-1175用のリチウムイオンバッテリー用充電器。 
 
　【商品詳細】 
電源 AC100-120V　50/60Hz 
入力容量 550mA 
出力 DC12V　DC1500mA 
 

 
<TABLE border=""0"">

    <TR>
      <TD><IMG src=""http://image.rakuten.co.jp/yminfo/cabinet/img55433813.jpg"" border=""0""></TD>
    </TR>
    <TR>
      <TD><FONT size=""-1"">ガーデニング用電動工具</FONT></TD>
    </TR>
    <TR>
      <TD><FONT size=""-1"">充電式ガーデンバリカンLiS-1160</FONT></TD>
    </TR>
    <TR>
      <TD><FONT size=""-1"">LiS-1160用替刃　G-162B</FONT></TD>
    </TR>
    <TR>
      <TD><FONT size=""-1"">充電式ヘッジトリマーLiH-1350</FONT></TD>
    </TR>
    <TR>
      <TD><FONT size=""-1"">充電式ヘッジトリマーLiH-1350用替刃　H-97</FONT></TD>
    </TR>
    <TR>
      <TD><FONT size=""-1"">DIY電動工具　ジグソー</FONT></TD>
    </TR>
    <TR>
      <TD><FONT size=""-1"">充電式万能ノコギリLiS-1175</FONT></TD>
    </TR>
    <TR>
      <TD><FONT size=""-1"">充電式万能ノコギリLiS-1175用木工ブレード　Lis-81</FONT></TD>
    </TR>
    <TR>
      <TD><FONT size=""-1"">充電式万能ノコギリLiS-1175用鉄工ブレード　Lis-82</FONT></TD>
    </TR>
    <TR>
      <TD><FONT size=""-1"">リチウムイオン電池パック（Li-ion10.8Vバッテリ）</FONT></TD>
    </TR>
    <TR>
      <TD><FONT size=""-1"">リチウムイオン電池専用充電器（Li-ion10.8V充電器）</FONT></TD>
    </TR>

</TABLE>",ムサシ(musashi) 10.8Vリチウムイオンバッテリー充電器LiC-50充電式ガーデンバリカン・ヘッジトリマー・万能ノコギリなどに：村の鍛冶屋,滑車包丁シェルフペグエアーコンプレッサーバーベキュー除菌クーラーボックスステンレスワイヤー栗むきベビースリング村の鍛冶屋スプレーガンフラワーアーチスモーカー防水スプレーコシヒカリ合羽オベリスクリングムサシ(musashi) 10.8Vリチウムイオンバッテリー充電器LiC-50充電式ガーデンバリカン・ヘッジトリマー・万能ノコギリなどに,充電器です！。ムサシ(musashi) 10.8Vリチウムイオンバッテリー充電器LiC-50充電式ガーデンバリカン・ヘッジトリマー・万能ノコギリなどに[rn]
10-107989,http://tshop.r10s.jp/yminfo/cabinet/00121755/img57607144.jpg?fitin=700:700,15086.4000,,花・ガーデン・DIY > ガーデニング・農業 > 剪定用具 > 園芸用はさみ,【50%OFF】【頑張って送料無料！】数量限定品　刈込職人R　電動バリカンスーパーヘッジトリマー　No.SKR-0925,ガンガン刈ります！,"切れ味のアルスから、電動ヘッジトリマーが新登場！
　【ここがポイント！】 
● 変色・病気から樹木を守るシャープな切れ味。カット面がきれいな、葉刈り仕上げ 
● 磨耗に強いマルクエンチ焼入れ。刃先の角度が変えられるチルト機構。 
● 約1.7kgの計量設計で女性でもラクラク作業ができます 
● 作業に便利な10mの延長コード付き。　安全な刃部カバー付き。 
● 替刃式で経済設計。（専用替刃No.DK-25N-1） 
 

　■製品仕様 
電源 AC100V　50/60Hz 
定格消費電力 110W 
ストローク数 1,300回/分 
サイズ 全長882×全幅81×全高144mm 
刃長 250mm 
重　量 （約）1.75kg 
刃の仕様 8枚刃、スイングカット方式 
材質 高炭素刃物鋼　特殊メッキ、マルクエンチ焼入刃 
コード 10m",【50%OFF】【頑張って送料無料！】数量限定品　刈込職人R　電動バリカンスーパーヘッジトリマー　No.SKR-0925：村の鍛冶屋,滑車包丁シェルフペグエアーコンプレッサーバーベキュー除菌クーラーボックスステンレスワイヤー栗むきベビースリング村の鍛冶屋スプレーガンフラワーアーチスモーカー防水スプレーコシヒカリ合羽オベリスクリング【50%OFF】【頑張って送料無料！】数量限定品　刈込職人R　電動バリカンスーパーヘッジトリマー　No.SKR-0925,ガンガン刈ります！。【50%OFF】【頑張って送料無料！】数量限定品　刈込職人R　電動バリカンスーパーヘッジトリマー　No.SKR-0925[rn]
10-107990,http://tshop.r10s.jp/yminfo/cabinet/00121755/lis-1175.jpg?fitin=700:700,10499.2000,,花・ガーデン・DIY > ガーデニング・農業 > 剪定用具 > 園芸用はさみ,【48%OFF】【頑張って送料無料！】ムサシ(musashi) 充電式万能ノコギリ　LiS-1175電線が邪魔にならない！充電式だから電源なくてもOK,木工・金属・プラスチックの切断に！,"【ここがポイント！】 
 コードレスなので場所を選びません！ 
 刃は木工用・鉄工用が付属しているので、木材や金属の切断が簡単！粗大ごみの解体にも便利です。 
 木工用の最大切断径80mm！ 
 バッテリーを含めて、重さ約1.25kg。コードがないので軽々と樹木の切断や金属の切断ができます。 
 
　【商品詳細】 
モーター 直流マグネットモーター 10.8V 
電圧 直流 10.8V 
切断能力目安 庭木：約φ80mm、塩ビパイプ：約φ120mm
木材：厚さ約60mm、軟鉄材：厚さ約4mm 
作業量目安 木材（2×4）約40本
鉄管（φ25mm）約20本 
充電時間 約1時間（周囲の温度で変わります） 
刃 木工用・鉄工用 
サイズ 長さ 338mm×幅 60mm×高さ 112mm 
重量 約1.25kg（電池パック含む） 
付属品  リチウムイオン電池パック（Li-ion10.8Vバッテリ）
リチウムイオン電池専用充電器（Li-ion10.8V充電器）
木工用ブレード
鉄工用ブレード 
 
<TABLE border=""0"">

    <TR>
      <TD><IMG src=""http://image.rakuten.co.jp/yminfo/cabinet/img55433813.jpg"" border=""0""></TD>
    </TR>
    <TR>
      <TD><FONT size=""-1"">DIY電動工具　ジグソー</FONT></TD>
    </TR>
    <TR>
      <TD><FONT size=""-1"">充電式万能ノコギリLiS-1175</FONT></TD>
    </TR>
    <TR>
      <TD><FONT size=""-1"">充電式万能ノコギリLiS-1175用木工ブレード　Lis-81</FONT></TD>
    </TR>
    <TR>
      <TD><FONT size=""-1"">充電式万能ノコギリLiS-1175用鉄工ブレード　Lis-82</FONT></TD>
    </TR>
    <TR>
      <TD><FONT size=""-1"">リチウムイオン電池パック（Li-ion10.8Vバッテリ）</FONT></TD>
    </TR>
    <TR>
      <TD><FONT size=""-1"">リチウムイオン電池専用充電器（Li-ion10.8V充電器）</FONT></TD>
    </TR>

</TABLE>",【48%OFF】【頑張って送料無料！】ムサシ(musashi) 充電式万能ノコギリ　LiS-1175電線が邪魔にならない！充電式だから電源なくてもOK：村の鍛冶屋,滑車包丁シェルフペグエアーコンプレッサーバーベキュー除菌クーラーボックスステンレスワイヤー栗むきベビースリング村の鍛冶屋スプレーガンフラワーアーチスモーカー防水スプレーコシヒカリ合羽オベリスクリング【48%OFF】【頑張って送料無料！】ムサシ(musashi) 充電式万能ノコギリ　LiS-1175電線が邪魔にならない！充電式だから電源なくてもOK,木工・金属・プラスチックの切断に！。【48%OFF】【頑張って送料無料！】ムサシ(musashi) 充電式万能ノコギリ　LiS-1175電線が邪魔にならない！充電式だから電源なくてもOK[rn]
10-107991,http://tshop.r10s.jp/kurashikenkou/cabinet/tasya17/9439093-e.jpg?fitin=700:700,1552.8000,,花・ガーデン・DIY > ガーデニング・農業 > 剪定用具 > 園芸用はさみ,[アルス] ピーメタル PM-21H【剪定はさみ 剪定バサミ のこぎり 鋸 ガーデニング  アルスコーポレーション ARS】【TC】【FS】,【100円クーポン有】【税込3990円以上で送料無料】,"<!--▼カゴ下バナー--><center><font color=""#ff1493"" size=""6""></center></font><iframe src=""http://www.rakuten.ne.jp/gold/kurashikenkou/cart_161018.html"" width=""100%"" height=""670"" scrolling=""no"" frameborder=""0"" =""""></iframe 　><!--▲カゴ下バナー--><br>



















こしが強くて、タフに使える厚刃タイプ！<br>
 現場に大きく貢献するパフォーマンスを実現したプロ仕様の専用鋸。<br>
軽量高剛なアルミダイカスト＋力を無駄なく伝えるエラストマーグリップが使いやすい！<br>
簡単替刃式で経済的です。<br><br>
●商品サイズ(cm)<br>
全長：約44.0<br>
刃長：約21.0<br>
●重量：約180g<br>
●仕様<br>
・高炭素刃物鋼<br>
・衝撃焼入<br>
・アルミダイカスト仕様<br>
・角度切替2段階式グリップ<br>
・エラストマーグリップ<br>
・ワンタッチストッパー<br>
・ハードクローム仕上げ<br>
・縦挽き上目<br>
・リブ付き研磨<br>
・アサリわけなし
<br><br>◇◆おススメ商品◆◇<br>
<b>★アルス 工作園芸鋸 P-18</b><br>
<b>★アルス 鞘入り剪定 PS-25L</b><br>
<b>★アルス 鞘入り剪定 PS-22</b><br>
<b>★アルス 多用途クラフトチョキ 330HN 全5色</b><br>",[アルス] ピーメタル PM-21H【剪定はさみ 剪定バサミ のこぎり 鋸 ガーデニング  アルスコーポレーション ARS】【TC】【FS】：暮らし健康ネット館,キッチンバス調理器具洗剤クリスタルガイザー500ml柔軟剤室内物干し物干し健康食品アイリスオーヤマ掃除ハンガー洗濯収納米ダイエット水ダウニーフライパン特茶[アルス] ピーメタル PM-21H【剪定はさみ 剪定バサミ のこぎり 鋸 ガーデニング  アルスコーポレーション ARS】【TC】【FS】,【100円クーポン有】【税込3990円以上で送料無料】。[アルス] ピーメタル PM-21H【剪定はさみ 剪定バサミ のこぎり 鋸 ガーデニング  アルスコーポレーション ARS】【TC】【FS】[rn]
10-107992,http://tshop.r10s.jp/kurashikenkou/cabinet/tasya8/9439226-e.jpg?fitin=700:700,2019.2000,,花・ガーデン・DIY > ガーデニング・農業 > 剪定用具 > 園芸用はさみ,サボテン　芝生鋏　NO.1031　オレンジ【TC】【FS】,【100円クーポン有】【税込3990円以上で送料無料】,"<!--▼カゴ下バナー--><center><font color=""#ff1493"" size=""6""></center></font><iframe src=""http://www.rakuten.ne.jp/gold/kurashikenkou/cart_161018.html"" width=""100%"" height=""670"" scrolling=""no"" frameborder=""0"" =""""></iframe 　><!--▲カゴ下バナー--><br>



















軽い切れ味・軽いタッチで芝生をスムーズに刈ることができます。<br>刃は回転しない固定式です。<br><br>
●刃固定式<br>
●全長：約33cm<br>
●材質<br>
刃部：刃物鋼、ハードクロム<br>
ハンドル：スチール<br><br><br>
<font size=-1>◇◆おススメ商品◆◇<br>
<b>★サボテン　万能刃研ぎ　NO.6-A　ブラック</b><br>
<b>★サボテン　回転式芝生鋏　ニューザック　NO.1030　オレンジ</b><br>
<b>★サボテン　回転式芝生鋏・ザックスウィパー付　NO.1030S　オレンジ</b><br>
<b>★サボテン　パワーパイントサイズ　NO.1030T　芝生鋏　片手タイプ　オレンジ</b><br>
<b>★サボテン　パワーパイントサイズ　NO.1030TS　芝生鋏　片手タイプ　オレンジ</b><br>
<b>★サボテン　芝生鋏　NO.1031　オレンジ</b><br>
<b>★サボテン　芝生鋏　NO.1031T　オレンジ</b><br>
<b>★サボテン　パワーパイントサイズ　NO.1070　新型回転式芝生鋏　オレンジ</b><br>
<b>★サボテン　ネ・プラス・ウルトラ　NO.1080　回転式芝生鋏　グリーン</b><br>
</font><br><br>",サボテン　芝生鋏　NO.1031　オレンジ【TC】【FS】：暮らし健康ネット館,キッチンバス調理器具洗剤クリスタルガイザー500ml柔軟剤室内物干し物干し健康食品アイリスオーヤマ掃除ハンガー洗濯収納米ダイエット水ダウニーフライパン特茶サボテン　芝生鋏　NO.1031　オレンジ【TC】【FS】,【100円クーポン有】【税込3990円以上で送料無料】。サボテン　芝生鋏　NO.1031　オレンジ【TC】【FS】[rn]
10-107993,http://tshop.r10s.jp/kurashikenkou/cabinet/tasya8/9439232-e.jpg?fitin=700:700,3048.0000,,花・ガーデン・DIY > ガーデニング・農業 > 剪定用具 > 園芸用はさみ,サボテン　刈込鋏替刃式　NO.1550R　オレンジ【TC】【FS】【送料無料】,【100円クーポン有】【全国どこでも送料無料】,"<!--▼カゴ下バナー--><center><font color=""#ff1493"" size=""6""></center></font><iframe src=""http://www.rakuten.ne.jp/gold/kurashikenkou/cart_161018.html"" width=""100%"" height=""670"" scrolling=""no"" frameborder=""0"" =""""></iframe 　><!--▲カゴ下バナー--><br>



















生垣・植込・芝生に最適な刈込鋏です。<br>高品質刃物鋼を精密加工。カッティングエッジに理想的な形状と硬度を持たせ、鋭くしなやかな切れ味を発揮します。<br>少ない力でより軽快に刈りこむことができます。<br>刃のフィーリングはお好みの硬さに刃調節ツマミを回すだけ！<br>小枝から芝生の刈りこみまで、作業に応じて刃の締め付け具合を自由に調整できます。<br>機能性を追求したハンドルは、接点部にクッション材を使用し手にかかるショックを和らげます。<br>ブレード全体はテフロン加工なので、サビにも強く耐久性バツグン！<br><br>
●生木切断目安：10mm<br>
●全長：約51cm<br>
●刃長：約15cm<br>
●重量：約570g<br>
●材質<br>
刃：刃物鋼SKS-51<br><br><br>
<font size=-1>◇◆おススメ商品◆◇<br>
<b>★サボテン　替刃式　芝生ハサミ　NO.1580　イエロー</b><br>
<b>★サボテン　替刃（NO.1580用）　NO.RB-80</b><br>
<b>★サボテン　刈込鋏替刃式　NO.1550R　オレンジ</b><br>
<b>★サボテン　替刃（NO.1550・NO.1551用）　NO.RB-50</b><br>
<b>★サボテン　強力型刈込鋏替刃式　NO.1560R　オレンジ</b><br>
<b>★サボテン　替刃（NO.1560・NO.1561用）　NO.RB-60</b><br>
<b>★サボテン　太枝切鋏替刃式　NO.1570R　オレンジ</b><br>
<b>★サボテン　替刃（NO.1570用）　NO.RB-70</b><br>
</font><br><br>",サボテン　刈込鋏替刃式　NO.1550R　オレンジ【TC】【FS】【送料無料】：暮らし健康ネット館,キッチンバス調理器具洗剤クリスタルガイザー500ml柔軟剤室内物干し物干し健康食品アイリスオーヤマ掃除ハンガー洗濯収納米ダイエット水ダウニーフライパン特茶サボテン　刈込鋏替刃式　NO.1550R　オレンジ【TC】【FS】【送料無料】,【100円クーポン有】【全国どこでも送料無料】。サボテン　刈込鋏替刃式　NO.1550R　オレンジ【TC】【FS】【送料無料】[rn]
10-107994,http://tshop.r10s.jp/kurashikenkou/cabinet/tasya8/9439159-e.jpg?fitin=700:700,1356.8000,,花・ガーデン・DIY > ガーデニング・農業 > 剪定用具 > 園芸用はさみ,サボテン　エクセレント　剪定鋏　NO.EX-4　カシスレッド【TC】【FS】,【全国どこでも送料無料】,"<!--▼カゴ下バナー--><center><font color=""#ff1493"" size=""6""></center></font><iframe src=""http://www.rakuten.ne.jp/gold/kurashikenkou/cart_161018.html"" width=""100%"" height=""670"" scrolling=""no"" frameborder=""0"" =""""></iframe 　><!--▲カゴ下バナー--><br>



















注油なしで長期間ガタ付きを抑え、バランスを保つ、ピポスライドシステム採用！<br>刃物用に開発したフッ素コートはサビ・ヤニに強く、軽い切れ味が長持ちします。<br><br>
●商品サイズ（約）：幅6×奥行き1.8×高さ20.5cm<br>
●全長：約20.5cm<br>
●重量：約250g<br>
●材質：刃物鋼SK-5、PVC樹脂<br><br><br>
<font size=-1>◇◆おススメ商品◆◇<br>
<b>★サボテン　エクセレント　剪定鋏　NO.EX-1　カシスレッド</b><br>
<b>★サボテン　エクセレント　替刃式剪定鋏　NO.EX-2　カシスレッド</b><br>
<b>★サボテン　エクセレント　替刃式剪定鋏　NO.EX-3　カシスレッド</b><br>
<b>★サボテン　エクセレント　剪定鋏　NO.EX-4　カシスレッド</b><br>
<b>★サボテン　エクセレント　剪定鋏　押切　NO.EX-5　カシスレッド</b><br>
<b>★サボテン　エクセレント　レディース剪定鋏・@NO.EX-6　カシスレッド</b><br>
<b>★サボテン　エクセレント　レディース剪定鋏　NO.EX-7　カシスレッド</b><br>
<b>★サボテン　エクセレント　レディース剪定鋏　押切　NO.EX-8　カシスレッド</b><br>
<b>★サボテン　エクセレント　替刃（EX-2・EX-3用）NO.RB-23</b><br>
</font><br><br>",サボテン　エクセレント　剪定鋏　NO.EX-4　カシスレッド【TC】【FS】：暮らし健康ネット館,キッチンバス調理器具洗剤クリスタルガイザー500ml柔軟剤室内物干し物干し健康食品アイリスオーヤマ掃除ハンガー洗濯収納米ダイエット水ダウニーフライパン特茶サボテン　エクセレント　剪定鋏　NO.EX-4　カシスレッド【TC】【FS】,【全国どこでも送料無料】。サボテン　エクセレント　剪定鋏　NO.EX-4　カシスレッド【TC】【FS】[rn]
10-107995,http://tshop.r10s.jp/kurashikenkou/cabinet/tasya17/9602885-e.jpg?fitin=700:700,2429.6000,,花・ガーデン・DIY > ガーデニング・農業 > 剪定用具 > 園芸用はさみ,[アルス] 高枝鋏ズームチョキEタイプ 160ZE-3.0-3D【剪定はさみ 剪定バサミ のこぎり 鋸 ガーデニング  アルスコーポレーション ARS】【D】【FS】,【100円クーポン有】【税込3990円以上で送料無料】,"<!--▼カゴ下バナー--><center><font color=""#ff1493"" size=""6""></center></font><iframe src=""http://www.rakuten.ne.jp/gold/kurashikenkou/cart_161018.html"" width=""100%"" height=""670"" scrolling=""no"" frameborder=""0"" =""""></iframe 　><!--▲カゴ下バナー--><br>



















軽量で操作が簡単！<br>
プッシュボタン式ストッパー操作で簡単伸縮♪<br>
標準機能に絞ったシンプル設計の伸縮式高枝鋏です。<br>
切ってつかめる、つかみ刃付き<br><br>
●商品サイズ(cm)<br>
全長：約180.0～300.0<br>
刃長：約5.0<br>
●材質<br>
柄：アルミ、ABS樹脂<br>
●付属品：専用鋸刃、刃カバー<br>
●刃表面処理：特殊メッキ<br>
●刃形状：剪定、つかみ付き
<br><br>◇◆おススメ商品◆◇<br>
<b>★アルス ライトチョキ ズーム 160Z-3.0-5D</b><br>
<b>★アルス 刈込鋏 KR1000</b><br>
<b>★アルス ズームチョキチルトR 180ZTR-3.0-5D</b><br>
<b>★アルス ズームチョキチルトR 190ZTR-3.1-5D</b><br>
<b>★アルス ズームチョキチルトR 160ZTR-2.0-3D</b><br>
<b>★アルス ライトチョキダブルズーム 150ZZ-4.1-6D</b><br>",[アルス] 高枝鋏ズームチョキEタイプ 160ZE-3.0-3D【剪定はさみ 剪定バサミ のこぎり 鋸 ガーデニング  アルスコーポレーション ARS】【D】【FS】：暮らし健康ネット館,キッチンバス調理器具洗剤クリスタルガイザー500ml柔軟剤室内物干し物干し健康食品アイリスオーヤマ掃除ハンガー洗濯収納米ダイエット水ダウニーフライパン特茶[アルス] 高枝鋏ズームチョキEタイプ 160ZE-3.0-3D【剪定はさみ 剪定バサミ のこぎり 鋸 ガーデニング  アルスコーポレーション ARS】【D】【FS】,【100円クーポン有】【税込3990円以上で送料無料】。[アルス] 高枝鋏ズームチョキEタイプ 160ZE-3.0-3D【剪定はさみ 剪定バサミ のこぎり 鋸 ガーデニング  アルスコーポレーション ARS】【D】【FS】[rn]
10-107996,http://tshop.r10s.jp/kurashikenkou/cabinet/tasya8/9439210-e.jpg?fitin=700:700,838.4000,,花・ガーデン・DIY > ガーデニング・農業 > 剪定用具 > 園芸用はさみ,サボテン　花ハサミ　シ・[トタイプ　NO.1292　ピンク【TC】【FS】,【税込3990円以上で送料無料】,"<!--▼カゴ下バナー--><center><font color=""#ff1493"" size=""6""></center></font><iframe src=""http://www.rakuten.ne.jp/gold/kurashikenkou/cart_161018.html"" width=""100%"" height=""670"" scrolling=""no"" frameborder=""0"" =""""></iframe 　><!--▲カゴ下バナー--><br>



















ステンレス刃＋ハードクロムメッキでサビに強く耐久性がある花鋏です。<br>クラッシュ機能で茎の切断面をつぶし、花の水あげを良くします。<br>指を置いて握りやすいソフトグリップです。<br><br>
●ショートタイプ<br>
●材質：ステンレス鋼SUS440A、TPR樹脂<br><br><br>
<font size=-1>◇◆おススメ商品◆◇<br>
<b>★サボテン　花ハサミ　ロングタイプ　NO.1290　ピンク</b><br>
<b>★サボテン　花ハサミ　スタンダードタイプ　NO.1291　ピンク</b><br>
<b>★サボテン　花ハサミ　ショートタイプ　NO.1292　ピンク</b><br>
<b>★サボテン　花ハサミ　強力タイプ　NO.1293　ピンク</b><br>
<b>★サボテン　花ハサミ　軽剪定タイプ　NO.1294　ピンク</b><br>
</font><br><br>",サボテン　花ハサミ　シ・[トタイプ　NO.1292　ピンク【TC】【FS】：暮らし健康ネット館,キッチンバス調理器具洗剤クリスタルガイザー500ml柔軟剤室内物干し物干し健康食品アイリスオーヤマ掃除ハンガー洗濯収納米ダイエット水ダウニーフライパン特茶サボテン　花ハサミ　シ・[トタイプ　NO.1292　ピンク【TC】【FS】,【税込3990円以上で送料無料】。サボテン　花ハサミ　シ・[トタイプ　NO.1292　ピンク【TC】【FS】[rn]
10-107997,http://tshop.r10s.jp/kurashikenkou/cabinet/tasya13/9464554-e.jpg?fitin=700:700,6652.0000,,花・ガーデン・DIY > ガーデニング・農業 > 剪定用具 > 園芸用はさみ,カマキ 伸縮式高枝切鋏 かるのびサンダン 6段伸縮式 葉刈りタイプ 3m 1440【TC】【FS】【高枝切りバサミ 超軽量 伸縮 日本製 剪定】【送料無料】,【500円クーポン有】【全国どこでも送料無料】,"<!--▼カゴ下バナー--><center><font color=""#ff1493"" size=""6""></center></font><iframe src=""http://www.rakuten.ne.jp/gold/kurashikenkou/cart_161018.html"" width=""100%"" height=""670"" scrolling=""no"" frameborder=""0"" =""""></iframe 　><!--▲カゴ下バナー--><br>


















<font size=4 color=deeppink><b>軽量なアルミポールで作業がラクな<br>
伸縮高枝切鋏 かるのびシリーズ</b></font><br><br>
3段式ポールなので高い所の剪定や果実の採取など、用途に合わせて手軽に高所の作業が行えます！<br>
10mmまで切断可能です。<br>
コンパクトサイズなので持ち運びに便利♪車のトランクにも収納可能です。<br><br>
≪特長≫<br>
◇切ってもつかめる万能タイプの刃先<br>
◇女性にもラクに扱える超軽量アルミ合金<br>
◇レバーを押すだけで伸縮自在<br>
◇専用ノコギリ刃で太い枝も簡単に切断<br><br>
●商品サイズ（約）：全長1.4～3.0m<br>
●重量（約）：1.2kg <br>
●葉刈タイプ<br><br><font size=""-1"">◇◆おススメ商品◆◇<br>
★伸縮式高枝切鋏 かるのび 3段階伸縮式 3m 1800<br>
★伸縮式高枝切鋏 かるのび 6段階伸縮式 3m 1830<br>
★伸縮式高枝切鋏 かるのびシェイク 首振り6段伸縮 3m 1835<br>
★伸縮式高枝切鋏 かるのび 6段伸縮式 葉刈りタイプ 3m 1850<br>
★伸縮式高枝切鋏 かるのび 6段伸縮式 アンビルタイプ 3m 1860A<br>
★伸縮式高枝切鋏 かるのびサンダン 5段伸縮式 2.7m 1327<br>
★伸縮式高枝切鋏 かるのびサンダン 6段階伸縮式 3m 1430<br>
★伸縮式高枝切鋏 かるのびサンダン 6段伸縮式 葉刈りタイプ 3m 1440<br>
★伸縮式高枝切鋏 かるのびサンダン 6段伸縮式 アンビルタイプ 3m 1450A<br>
★伸縮式高枝切鋏 かるのびサンダン 6段階伸縮式 アンビルタイプ 4m 1470A<br>
</font>",カマキ 伸縮式高枝切鋏 かるのびサンダン 6段伸縮式 葉刈りタイプ 3m 1440【TC】【FS】【高枝切りバサミ 超軽量 伸縮 日本製 剪定】【送料無料】：暮らし健康ネット館,キッチンバス調理器具洗剤クリスタルガイザー500ml柔軟剤室内物干し物干し健康食品アイリスオーヤマ掃除ハンガー洗濯収納米ダイエット水ダウニーフライパン特茶カマキ 伸縮式高枝切鋏 かるのびサンダン 6段伸縮式 葉刈りタイプ 3m 1440【TC】【FS】【高枝切りバサミ 超軽量 伸縮 日本製 剪定】【送料無料】,【500円クーポン有】【全国どこでも送料無料】。カマキ 伸縮式高枝切鋏 かるのびサンダン 6段伸縮式 葉刈りタイプ 3m 1440【TC】【FS】【高枝切りバサミ 超軽量 伸縮 日本製 剪定】【送料無料】[rn]
