17-107799,http://tshop.r10s.jp/dtc/cabinet/01315834/4905524637830.jpg?fitin=700:700,1230.4000,,TV・オーディオ・カメラ > メモリーカード > SDメモリーカード,ソニー SF-16N4(SDHCカード 16GB Class4) (SF16N4),　,動画、静止画、音楽の記録におすすめのSDHCカードです。メモ書きラベル有。ハイビジョン動画などの高画質映像の記録に適した「スピードクラス・CLASS4」に対応CPRM技術を採用した著作権保護機能を搭載・データ復旧ソフトウエア「Memory Card File Rescue」、写真からビデオクリップを自動作成するソフトウエア「x-Pict Story for Memory Card」を無償ダウンロードで提供,ソニー SF-16N4(SDHCカード 16GB Class4) (SF16N4)：ソフマップ楽天市場店,ソフマップSofmapパソコンタブレットPCHDDアセンブリパーツパソコンパーツテレビゲームブルーレイソフトDVDソフト液晶テレビブルーレイディスクレコーダーデジタル一眼レフカメラデジタルカメラ家電時計中古アウトレットiPadiPhoneソニー SF-16N4(SDHCカード 16GB Class4) (SF16N4),　。ソニー SF-16N4(SDHCカード 16GB Class4) (SF16N4)[rn]
17-107863,http://tshop.r10s.jp/edion/cabinet/goods/ll/img_004/4523052014062_ll.jpg?fitin=700:700,1364.8000,,TV・オーディオ・カメラ > メモリーカード > SDメモリーカード,サンディスク ウルトラ SDHC/ SDXC UHS-I カード 8GB シルバー SDSDUN-008G-J01 [SDSDUN008GJ01]【KK9N0D18P】,,□商品説明<br>●サンディスク ウルトラ SDHC/SDXC UHS-I カードは、 UHS-I規格に対応した高速SDカードです。<br>●最大40MB/秒の読取り速度とSDスピードクラスCLASS10のスピード性能を持ち、連写撮影はもちろん動画撮影にも最適です。<br>□商品仕様<br>●高速転送：最大40MB/秒の転送速度で、高速連写やPC等への高速データ転送を実現します。<br>●UHS-～対応：速転送を実現するUHS-～規格に対応しています。<br>●フルHD動画に対応：SDスピードクラス CLASS 10をサポートしており、フルHD動画の撮影に最適です。<br>●大容量：フルHD動画や非圧縮の大容量ファイルの保存にも安心な64GBまでの大容量を提供します。<br>●抜群の耐久性:大切なメモリーカードを日常のトラブルから守るため、厳しい使用環境を想定したカードの耐久試験を実施しています。安心の防水、耐温度、耐衝撃、耐X線仕様です。<br>●カードタイプ：SDHC（8-32GB）<br>●容量：8GB<br>●バスインターフェース：UHS-I （SD2.0に下位互換性あり）<br>●転送速度：最大40MB/秒<br>●スピードクラス：SDスピードクラス CLASS 10<br>●動作温度：-25oC～85oC<br>●保存温度：-40oC～85oC<br>●互換性：SDHCまたはSDHC UHS-I（8-32GB）、SDXCまたはSDXC UHS-I（64GB）に対応した機器で使用可能<br>●製品保証：10年間保証<br>,サンディスク ウルトラ SDHC/ SDXC UHS-I カード 8GB シルバー SDSDUN-008G-J01 [SDSDUN008GJ01]【KK9N0D18P】：エディオン　楽天市場店,サンディスク ウルトラ SDHC/ SDXC UHS-I カード 8GB シルバー SDSDUN-008G-J01 [SDSDUN008GJ01]【KK9N0D18P】,サンディスク ウルトラ SDHC/ SDXC UHS-I カード 8GB シルバー SDSDUN-008G-J01 [SDSDUN008GJ01]【KK9N0D18P】[rn]
17-107864,http://tshop.r10s.jp/edion/cabinet/goods/ll/img_016/4547410188479_ll.jpg?fitin=700:700,5664.0000,,TV・オーディオ・カメラ > メモリーカード > SDメモリーカード,【送料無料】富士フイルム 高速SDHCメモリーカード(Class10対応・32GB) FSDHC-032G-C10 [SDHC032GC10]【KK9N0D18P】,長時間のフルハイビジョン動画撮影にも適した大容量32GB。,□商品説明<br>●SDスピードクラス「Class10」対応のSDHCカード。<br>●SDスピードクラス対応機器との使用で安定した規格性能を発揮することができ、快適に撮影・再生可能。<br>●ラベルシールはペンで書き込める素材を採用しており、インデックスとしてご利用いただけます。<br>●長時間のフルハイビジョン動画撮影にも適した大容量32GB。<br>□商品仕様<br>●容量:32GB<br>●スピードクラス:Class 10,【送料無料】富士フイルム 高速SDHCメモリーカード(Class10対応・32GB) FSDHC-032G-C10 [SDHC032GC10]【KK9N0D18P】：エディオン　楽天市場店,【送料無料】富士フイルム 高速SDHCメモリーカード(Class10対応・32GB) FSDHC-032G-C10 [SDHC032GC10]【KK9N0D18P】,長時間のフルハイビジョン動画撮影にも適した大容量32GB。。【送料無料】富士フイルム 高速SDHCメモリーカード(Class10対応・32GB) FSDHC-032G-C10 [SDHC032GC10]【KK9N0D18P】[rn]
17-107865,http://tshop.r10s.jp/edion/cabinet/goods/ll/img_063/4953103630086_ll.jpg?fitin=700:700,2401.6000,,TV・オーディオ・カメラ > メモリーカード > SDメモリーカード,エレコム SDHCメモリカード(Class4対応・32GB) MF-FSDH32GC4R [MFFSDH32GC4R]【KK9N0D18P】【NYOA】,,□商品説明<br>●書き込み時の最低速度を保証する「SDスピードクラス」において、最低速度保証4MB/secの「クラス4」に対応したSDメモリーカードです。デジカメでの撮影はもちろん、デジタルビデオでのハイビジョンモード撮影にも安心してお使いいただけます。<br>●CPRM技術を採用した著作権保護機能に対応していますので、著作権保護されたコンテンツを活用できます。<br>※SDHCカードは、SDHCカードに対応した機器、またはSDHCカードに対応した 機器(変換アダプタ使用時)でのみ使用できます。従来のSDカード、SDカードにしか対応しない機器では使用できません。<br>□商品仕様<br>●容量:32GB<br>●メモリ規格:SDHC Class4<br>●インターフェイス:SD<br>●最低保証速度:4MB/sec<br>●寸法:W2.4×H3.2×D0.21cm<br>●質量:約2.0g,エレコム SDHCメモリカード(Class4対応・32GB) MF-FSDH32GC4R [MFFSDH32GC4R]【KK9N0D18P】【NYOA】：エディオン　楽天市場店,エレコム SDHCメモリカード(Class4対応・32GB) MF-FSDH32GC4R [MFFSDH32GC4R]【KK9N0D18P】【NYOA】,エレコム SDHCメモリカード(Class4対応・32GB) MF-FSDH32GC4R [MFFSDH32GC4R]【KK9N0D18P】【NYOA】[rn]
17-107866,http://tshop.r10s.jp/edion/cabinet/goods/ll/img_016/4547410257328_ll.jpg?fitin=700:700,2944.0000,,TV・オーディオ・カメラ > メモリーカード > SDメモリーカード,富士フイルム 高速SDHC UHS-I メモリーカード(Class10対応・16GB) F SDHC-016G-C10U1 [SDHC016GC10U1]【KK9N0D18P】,,□商品説明<br>●ラベルにコーティングを施したことで、タイトルなど文字を書込み可能。<br>●高さ1.5mからの落下テストをクリア。<br>●空港でのX線検査による影響を受けません。<br>●※SDHCカードはSDHC対応機器でのみ使用可能です。<br>□商品仕様<br>●容量:16GB<br>●最大読出し速度:90MB/秒<br>●最大書込み速度:45MB/秒<br>●耐温度設計:動作温度/-25℃～85℃、保存温度/-40℃～85℃,富士フイルム 高速SDHC UHS-I メモリーカード(Class10対応・16GB) F SDHC-016G-C10U1 [SDHC016GC10U1]【KK9N0D18P】：エディオン　楽天市場店,富士フイルム 高速SDHC UHS-I メモリーカード(Class10対応・16GB) F SDHC-016G-C10U1 [SDHC016GC10U1]【KK9N0D18P】,富士フイルム 高速SDHC UHS-I メモリーカード(Class10対応・16GB) F SDHC-016G-C10U1 [SDHC016GC10U1]【KK9N0D18P】[rn]
17-107867,http://tshop.r10s.jp/edion/cabinet/goods/ll/img_068/4957180097022_ll.jpg?fitin=700:700,808.0000,,TV・オーディオ・カメラ > メモリーカード > SDメモリーカード,I/Oデータ SDHCメモリーカード(Class4対応・4GB) SDH-W4G [SDHW4G]【KK9N0D18P】,,□商品説明<br>●SDA(SDアソシエーション)で定められた速度規格「スピードクラス4」に対応。<br>●プロテクトスイッチをメディア側面に搭載!大事な画像をうっかり消してしまったり、不要なデータの追加コピーを防ぎます。<br>●SDMI規格準拠の著作権保護機能付き!対応したデジタルコンテンツのネット配信サービスが楽しめます。<br>●高画質での動画の大量撮影、音楽ファイルの持ち出しなどにはSDHCメモリーカードがオススメです。<br>□商品仕様<br>●容量:4GB<br>●転送速度タイプ:class 4<br>●消費電流:200mA(MAX)<br>●電源電圧:2.7～3.6V<br>●外形寸法(本体):W2.4×H0.21×D3.2cm<br>●寸法(梱包時):W7.7×H12.2×D0.8cm<br>●質量:約2g<br>●質量(梱包時):約15g,I/Oデータ SDHCメモリーカード(Class4対応・4GB) SDH-W4G [SDHW4G]【KK9N0D18P】：エディオン　楽天市場店,I/Oデータ SDHCメモリーカード(Class4対応・4GB) SDH-W4G [SDHW4G]【KK9N0D18P】,I/Oデータ SDHCメモリーカード(Class4対応・4GB) SDH-W4G [SDHW4G]【KK9N0D18P】[rn]
17-107868,http://tshop.r10s.jp/edion/cabinet/goods/ll/img_146/4523052018237_ll.jpg?fitin=700:700,5166.4000,,TV・オーディオ・カメラ > メモリーカード > SDメモリーカード,【送料無料】サンディスク 高速SDXC UHS-Iメモリーカード(Class 10対応・64GB) 防水仕様 Ultra PLUS SDSDUSC-064G-JNJIN [SDSDUSC064GJNJIN]【KK9N0D18P】,,□商品説明<br>●最大80MB/秒の読取り最大速度で、PC等への高速データ転送を実現。<br>●UHSスピードクラス1とCLASS10に対応し、フルHDの撮影に対応。<br>●高い耐久性-防水、耐温度、耐衝撃、耐X線。<br>●無期限保証。<br>□商品仕様<br>●容量:64 GB<br>●スピードクラス:Class 10<br>●UHSスピードクラス:クラス I<br>●カードタイプ:SDXC<br>●読み取り速度:最大 80 MB/s ※書き込み速度5はそれ以下となります。<br>●互換性:SDXCおよびSDXC UHS-I対応機器で使用可能<br>●セキュリティ:意図しないデータ損失を防ぐ書き込み保護スイッチ内蔵<br>●動作温度:-25～85℃<br>●保存温度:-40～85℃<br>●外形寸法:2.4×3.2×0.21cm,【送料無料】サンディスク 高速SDXC UHS-Iメモリーカード(Class 10対応・64GB) 防水仕様 Ultra PLUS SDSDUSC-064G-JNJIN [SDSDUSC064GJNJIN]【KK9N0D18P】：エディオン　楽天市場店,【送料無料】サンディスク 高速SDXC UHS-Iメモリーカード(Class 10対応・64GB) 防水仕様 Ultra PLUS SDSDUSC-064G-JNJIN [SDSDUSC064GJNJIN]【KK9N0D18P】,【送料無料】サンディスク 高速SDXC UHS-Iメモリーカード(Class 10対応・64GB) 防水仕様 Ultra PLUS SDSDUSC-064G-JNJIN [SDSDUSC064GJNJIN]【KK9N0D18P】[rn]
17-107869,http://tshop.r10s.jp/edion/cabinet/goods/ll/img_146/4523052018220_ll.jpg?fitin=700:700,3438.4000,,TV・オーディオ・カメラ > メモリーカード > SDメモリーカード,サンディスク 高速SDHC UHS-Iメモリーカード(Class 10対応・32GB) 防水仕様 Ultra PLUS SDSDUSC-032G-JNJIN [SDSDUSC032GJNJIN]【KK9N0D18P】,,□商品説明<br>●最大80MB/秒の読取り最大速度で、PC等への高速データ転送を実現。<br>●UHSスピードクラス1とCLASS10に対応し、フルHDの撮影に対応。<br>●高い耐久性-防水、耐温度、耐衝撃、耐X線。<br>●無期限保証。<br>□商品仕様<br>●容量:32 GB<br>●スピードクラス:Class 10<br>●UHSスピードクラス:クラス I<br>●カードタイプ:SDHC<br>●読み取り速度:最大 80 MB/s ※書き込み速度5はそれ以下となります。<br>●互換性:SDHC/SDXCおよびSDHC/SDXC UHS-I対応機器で使用可能<br>●セキュリティ:意図しないデータ損失を防ぐ書き込み保護スイッチ内蔵<br>●動作温度:-25～85℃<br>●保存温度:-40～85℃<br>●外形寸法:2.4×3.2×0.21cm,サンディスク 高速SDHC UHS-Iメモリーカード(Class 10対応・32GB) 防水仕様 Ultra PLUS SDSDUSC-032G-JNJIN [SDSDUSC032GJNJIN]【KK9N0D18P】：エディオン　楽天市場店,サンディスク 高速SDHC UHS-Iメモリーカード(Class 10対応・32GB) 防水仕様 Ultra PLUS SDSDUSC-032G-JNJIN [SDSDUSC032GJNJIN]【KK9N0D18P】,サンディスク 高速SDHC UHS-Iメモリーカード(Class 10対応・32GB) 防水仕様 Ultra PLUS SDSDUSC-032G-JNJIN [SDSDUSC032GJNJIN]【KK9N0D18P】[rn]
17-107870,http://tshop.r10s.jp/edion/cabinet/goods/ll/img_026/4562131645063_ll.jpg?fitin=700:700,560.0000,,TV・オーディオ・カメラ > メモリーカード > SDメモリーカード,東芝 SDHCメモリーカード(Class4対応・8GB) SD-L008G4 [SDL008G4]【KK9N0D18P】,CLASS4に対応したSDメモリ。,□商品説明<br>●CLASS4に対応したSDメモリ。<br>□商品仕様<br>●容量8GB<br>●スピードクラス:Class4<br>●寸法:W2.4×H3.2×D0.21cm,東芝 SDHCメモリーカード(Class4対応・8GB) SD-L008G4 [SDL008G4]【KK9N0D18P】：エディオン　楽天市場店,東芝 SDHCメモリーカード(Class4対応・8GB) SD-L008G4 [SDL008G4]【KK9N0D18P】,CLASS4に対応したSDメモリ。。東芝 SDHCメモリーカード(Class4対応・8GB) SD-L008G4 [SDL008G4]【KK9N0D18P】[rn]
17-107871,http://tshop.r10s.jp/edion/cabinet/goods/ll/img_127/4548736010635_ll.jpg?fitin=700:700,18472.0000,,TV・オーディオ・カメラ > メモリーカード > SDメモリーカード,【送料無料】SONY 高速SDXC UHS-Iメモリーカード(Class10対応・128GB) 防水仕様 SF-128UY2 [SF128UY2]【KK9N0D18P】,,□商品説明<br>●4K動画、ハイビジョン動画の撮影や高速連写撮影、大容量データの高速転送に適したSDXC/SDHC UHSスピードクラス1、SDスピードクラス・CLASS10対応メモリーカード。最大読み出し速度70MB/sを実現。<br>●[無償ダウンロード特典]読み出しができなくなった記録データを復旧するソフト「Memory Card File Rescue(メモリーカードファイルレスキュー)」 / お気に入りの静止画から簡単にビデオクリップを作成するソフト「x-Pict Story for Memory Card」。<br>●安心設計で「防水」「耐久性」「耐温度」「耐X線」の効能を実現。<br>●CPRM技術を採用した著作権保護機能を搭載。<br>□商品仕様<br>●容量:128GB<br>●スピードクラス:Class10<br>●UHSスピードクラス:Class 1<br>●最大読み出し速度:70MB/s<br>●寸法:W2.4×H3.2×D0.21cm<br>●質量:約2g,【送料無料】SONY 高速SDXC UHS-Iメモリーカード(Class10対応・128GB) 防水仕様 SF-128UY2 [SF128UY2]【KK9N0D18P】：エディオン　楽天市場店,【送料無料】SONY 高速SDXC UHS-Iメモリーカード(Class10対応・128GB) 防水仕様 SF-128UY2 [SF128UY2]【KK9N0D18P】,【送料無料】SONY 高速SDXC UHS-Iメモリーカード(Class10対応・128GB) 防水仕様 SF-128UY2 [SF128UY2]【KK9N0D18P】[rn]
17-107872,http://tshop.r10s.jp/edion/cabinet/goods/ll/img_062/4953103458048_ll.jpg?fitin=700:700,2784.0000,,TV・オーディオ・カメラ > メモリーカード > SDメモリーカード,エレコム データ復旧高速SDHC UHS-Iメモリーカード(Class 10・32GB) MF-FS032GU11LRA [MFFS032GU11LRA]【KK9N0D18P】,,□商品説明<br>●1年間の保証期間内で1回限り、無償でデータ復旧サービスを利用可能です。 ※データ復旧サービスは、製品状態により必ずしもすべてのデータが完全に復旧することをお約束するものではなく、データ損害については当社は責任を負いかねます。<br>●高速インターフェース規格であるUHS-I /UHSスピードクラスの「Class1」、および読み書き時の最低速度を保証するSDスピードクラスの「class10」に対応しています。<br>●読み出し最大30MB/sの高速データ転送を実現するSDメモリカードです。<br>●デジタル一眼やデジタルビデオカメラでの使用に最適です。<br>●CPRM技術を採用した著作権保護機能を搭載しています。<br>●保証期間を「1年間」としていますので、安心してご利用いただけます。<br>□商品仕様<br>●メモリ容量:32GB<br>●メモリ規格:SDHC、Class10、UHS-I<br>●インターフェイス:SD<br>●最大転送速度:読み出し 30MB/s<br>●最低保証速度:10MB/sec<br>●外形寸法:W2.4×H3.2×D0.21cm<br>●質量:約2.0g,エレコム データ復旧高速SDHC UHS-Iメモリーカード(Class 10・32GB) MF-FS032GU11LRA [MFFS032GU11LRA]【KK9N0D18P】：エディオン　楽天市場店,エレコム データ復旧高速SDHC UHS-Iメモリーカード(Class 10・32GB) MF-FS032GU11LRA [MFFS032GU11LRA]【KK9N0D18P】,エレコム データ復旧高速SDHC UHS-Iメモリーカード(Class 10・32GB) MF-FS032GU11LRA [MFFS032GU11LRA]【KK9N0D18P】[rn]
17-107873,http://tshop.r10s.jp/edion/cabinet/goods/ll/img_146/4523052018114_ll.jpg?fitin=700:700,36979.2000,,TV・オーディオ・カメラ > メモリーカード > SDメモリーカード,【送料無料】サンディスク 高速SDXC UHS-Iメモリーカード(Class 10対応・256GB) 防水仕様 Extreme SDSDXVF-256G-JNJIP [SDSDXVF256GJNJIP]【KK9N0D18P】,,□商品説明<br>●最大90MB/秒の読取り、最大60MB/秒の書込みスピードで超高速のデータ転送を実現。<br>●ビデオスピードクラス30(V30)、UHSスピードクラス3(U3)とCLASS10に対応し、4K動画やフルHD動画の撮影に最適。<br>●データ復旧ソフト「レスキュープロ デラックス」1年間利用特典付き。<br>●高い耐久性-防水、耐温度、耐衝撃、耐X線。<br>●無期限保証。<br>□商品仕様<br>●容量:256GB<br>●スピードクラス:Class 10<br>●UHSスピードクラス: クラス 3<br>●ビデオスピードクラス:クラス 30<br>●最大読取り速度:90MB/秒<br>●最大書込み速度:60MB/秒 <br>●カードタイプ:SDXC<br>●互換性:SDXCおよびSDXC UHS-I対応機器で使用可能<br>●セキュリティ:意図しないデータ損失を防ぐ書き込み保護スイッチ内蔵<br>●動作温度:-25～85℃<br>●保存温度:-40～85℃<br>●外形寸法:2.4×3.2×0.21cm,【送料無料】サンディスク 高速SDXC UHS-Iメモリーカード(Class 10対応・256GB) 防水仕様 Extreme SDSDXVF-256G-JNJIP [SDSDXVF256GJNJIP]【KK9N0D18P】：エディオン　楽天市場店,【送料無料】サンディスク 高速SDXC UHS-Iメモリーカード(Class 10対応・256GB) 防水仕様 Extreme SDSDXVF-256G-JNJIP [SDSDXVF256GJNJIP]【KK9N0D18P】,【送料無料】サンディスク 高速SDXC UHS-Iメモリーカード(Class 10対応・256GB) 防水仕様 Extreme SDSDXVF-256G-JNJIP [SDSDXVF256GJNJIP]【KK9N0D18P】[rn]
17-107874,http://tshop.r10s.jp/edion/cabinet/goods/ll/img_004/4523052012839_ll.jpg?fitin=700:700,732.0000,,TV・オーディオ・カメラ > メモリーカード > SDメモリーカード,サンディスク スタンダード SDHC カード　8GB ブルー SDSDB-008G-J01 [SDSDB008GJ01]【KK9N0D18P】,,□商品説明<br>サンディスク スタンダードSDHC カードは、デジタルカメラ、デジタルビデオカメラ、カーナビゲーション、電子辞書、パソコンなど、SDスロットを搭載したさまざまなデジタル機器でご使用いただけます。<br>□商品仕様<br>●カードタイプ：SDHC(4-32GB)<br>●容量：8GB<br>●バスインターフェース：UHS-I （SD2.0に下位互換性あり）<br>●スピードクラス：SDスピードクラス CLASS 4<br>●動作温度：-25oC～85oC<br>●保存温度：-40oC～85oC<br>●互換性：SDHCに対応した機器で使用可能<br>●セキュリティ：意図しないデータ損失を防ぐ書き込み保護スイッチ<br>●製品保証：5年間保証,サンディスク スタンダード SDHC カード　8GB ブルー SDSDB-008G-J01 [SDSDB008GJ01]【KK9N0D18P】：エディオン　楽天市場店,サンディスク スタンダード SDHC カード　8GB ブルー SDSDB-008G-J01 [SDSDB008GJ01]【KK9N0D18P】,サンディスク スタンダード SDHC カード　8GB ブルー SDSDB-008G-J01 [SDSDB008GJ01]【KK9N0D18P】[rn]
17-107875,http://tshop.r10s.jp/edion/cabinet/goods/ll/img_146/4523052018138_ll.jpg?fitin=700:700,11059.2000,,TV・オーディオ・カメラ > メモリーカード > SDメモリーカード,【送料無料】サンディスク 高速SDXC UHS-Iメモリーカード(Class 10対応・64GB) 防水仕様 Extreme SDSDXVE-064G-JNJIP [SDSDXVE064GJNJIP]【KK9N0D18P】,,□商品説明<br>●最大90MB/秒の読取り、最大40MB/秒の書込みスピードで超高速のデータ転送を実現。(32GB･64GBの書込みスピードは最大40MB/秒です。)<br>●ビデオスピードクラス30(V30)、UHSスピードクラス3(U3)とCLASS10に対応し、4K動画やフルHD動画の撮影に最適。<br>●データ復旧ソフト「レスキュープロ デラックス」1年間利用特典付き。<br>●高い耐久性-防水、耐温度、耐衝撃、耐X線。<br>●無期限保証。<br>□商品仕様<br>●容量:64GB<br>●スピードクラス:Class 10<br>●UHSスピードクラス: クラス 3<br>●ビデオスピードクラス:クラス 30<br>●最大読取り速度:90MB/秒<br>●最大書込み速度:40MB/秒 <br>●カードタイプ:SDXC<br>●互換性:SDXCおよびSDXC UHS-I対応機器で使用可能<br>●セキュリティ:意図しないデータ損失を防ぐ書き込み保護スイッチ内蔵<br>●動作温度:-25～85℃<br>●保存温度:-40～85℃<br>●外形寸法:2.4×3.2×0.21cm,【送料無料】サンディスク 高速SDXC UHS-Iメモリーカード(Class 10対応・64GB) 防水仕様 Extreme SDSDXVE-064G-JNJIP [SDSDXVE064GJNJIP]【KK9N0D18P】：エディオン　楽天市場店,【送料無料】サンディスク 高速SDXC UHS-Iメモリーカード(Class 10対応・64GB) 防水仕様 Extreme SDSDXVE-064G-JNJIP [SDSDXVE064GJNJIP]【KK9N0D18P】,【送料無料】サンディスク 高速SDXC UHS-Iメモリーカード(Class 10対応・64GB) 防水仕様 Extreme SDSDXVE-064G-JNJIP [SDSDXVE064GJNJIP]【KK9N0D18P】[rn]
17-107876,http://tshop.r10s.jp/edion/cabinet/goods/ll/img_092/4981254013052_ll.jpg?fitin=700:700,1512.0000,,TV・オーディオ・カメラ > メモリーカード > SDメモリーカード,BUFFALO microSDHCメモリーカード(Class4・32GB) 防水仕様/アダプター付 RMSD-BS32GAB [RMSDBS32GAB]【KK9N0D18P】,,□商品説明<br>●防水仕様により水濡れによる故障を防ぎます。<br>●交換時にうっかり水に落としたり、水をかけてしまったりといった場合でも安心です。<br>●2GBを超える大容量のmicroSDHC。<br>●付属のSDHC変換アダプターを使用した本製品でニンテンドーDS&reg;iの動作を確認済み。<br>●microSDHCに保存されたデータをパソコンに取り込むには、microSDHCカードリーダー/ライターが必要です。<br>□商品仕様<br>●容量:32GB<br>●対応機器:microSDHC対応microSDHCメモリーカードスロット搭載機器、またはSDHC対応SDHCメモリーカードスロット搭載機器、USBポート搭載パソコン(microSDHC対応カードリーダー/ライター使用)<br>●規格:microSD Specification Ver.2.00準拠、SD Memory Card Specification Ver.2.00準拠<br>●SDスピードクラス:CLASS4<br>●防水仕様:JIS防水保護等級7(IPX7)<br>●電源電圧:DC2.7V～3.6V<br>●消費電力:動作時最大720mW<br>●消費電流:最大200mA<br>●寸法:W1.1×H1.5×D0.1cm<br>●質量:約0.4g<br>●付属品:microSDHCカード → SDHCカード変換アダプター、マニュアル/保証書,BUFFALO microSDHCメモリーカード(Class4・32GB) 防水仕様/アダプター付 RMSD-BS32GAB [RMSDBS32GAB]【KK9N0D18P】：エディオン　楽天市場店,BUFFALO microSDHCメモリーカード(Class4・32GB) 防水仕様/アダプター付 RMSD-BS32GAB [RMSDBS32GAB]【KK9N0D18P】,BUFFALO microSDHCメモリーカード(Class4・32GB) 防水仕様/アダプター付 RMSD-BS32GAB [RMSDBS32GAB]【KK9N0D18P】[rn]
17-107877,http://tshop.r10s.jp/edion/cabinet/goods/ll/img_139/4523052017070_ll.jpg?fitin=700:700,8640.0000,,TV・オーディオ・カメラ > メモリーカード > SDメモリーカード,【送料無料】サンディスク 高速microSDXCメモリーカード(Class 10対応・64GB) 防水仕様 SDSQQND-064G-JN3ID [SDSQQND064GJN3ID]【KK9N0D18P】【NYOA】,,●フルHD動画で10、000時間の耐久性を実現。<br>●防水性、耐温度、耐衝撃に優れた高耐久カード。<br>●データ復旧ソフト『レスキュープロ デラックス』1年間利用特典付き。<br>●SDカードスロットでも使える便利なSDカード変換アダプタ付き。<br>●2年間限定保証。<br>●容量:64GB<br>●スピードクラス:クラス10<br>●カードタイプ:microSDXC<br>●互換性:microSDXCに対応した機器で使用可能<br>●転送速度:読出し/書込み 最大20MB/秒<br>●耐久性:防水(IPX7準拠)、耐温度(-25℃～85℃)、耐衝撃(5mからの落下試験対応)<br>●寸法:W1.5×H1.1×D0.1cm<br>●質量:0.4g<br>●同梱品:SD変換アダプタ、データ復旧ソフト特典クーポン,【送料無料】サンディスク 高速microSDXCメモリーカード(Class 10対応・64GB) 防水仕様 SDSQQND-064G-JN3ID [SDSQQND064GJN3ID]【KK9N0D18P】【NYOA】：エディオン　楽天市場店,【送料無料】サンディスク 高速microSDXCメモリーカード(Class 10対応・64GB) 防水仕様 SDSQQND-064G-JN3ID [SDSQQND064GJN3ID]【KK9N0D18P】【NYOA】,【送料無料】サンディスク 高速microSDXCメモリーカード(Class 10対応・64GB) 防水仕様 SDSQQND-064G-JN3ID [SDSQQND064GJN3ID]【KK9N0D18P】【NYOA】[rn]
17-107878,http://tshop.r10s.jp/edion/cabinet/goods/ll/img_127/4548736014947_ll.jpg?fitin=700:700,10696.0000,,TV・オーディオ・カメラ > メモリーカード > SDメモリーカード,【送料無料】SONY 高速microSDXC UHS-Iメモリーカード(Class 10対応・64GB) 防水仕様 SR-64UY2A [SR64UY2A]【KK9N0D18P】,,□商品説明<br>●スマートフォン/タブレット/アクションカムに最適。4K動画、ハイビジョン動画の撮影や高速連写撮影、大容量データの高速転送に適したmicroSDXC UHSスピードクラス1、SDスピードクラス・CLASS10対応メモリーカード。最大読み出し速度70MB/sを実現。<br>●[無償ダウンロード特典]読み出しができなくなった記録データを復旧するソフト「Memory Card File Rescue(メモリーカードファイルレスキュー)」 / お気に入りの静止画から簡単にビデオクリップを作成するソフト「x-Pict Story for Memory Card」。<br>●安心設計で「防水」「耐久性」「耐温度」「耐X線」の効能を実現。<br>●CPRM技術を採用した著作権保護機能を搭載。<br>□商品仕様<br>●容量:64GB<br>●スピードクラス:Class 10<br>●UHSスピードクラス:クラス1<br>●寸法:W1.5×H1.1×D0.1cm<br>●質量:約1g,【送料無料】SONY 高速microSDXC UHS-Iメモリーカード(Class 10対応・64GB) 防水仕様 SR-64UY2A [SR64UY2A]【KK9N0D18P】：エディオン　楽天市場店,【送料無料】SONY 高速microSDXC UHS-Iメモリーカード(Class 10対応・64GB) 防水仕様 SR-64UY2A [SR64UY2A]【KK9N0D18P】,【送料無料】SONY 高速microSDXC UHS-Iメモリーカード(Class 10対応・64GB) 防水仕様 SR-64UY2A [SR64UY2A]【KK9N0D18P】[rn]
17-107879,http://tshop.r10s.jp/edion/cabinet/goods/ll/img_139/4523052017063_ll.jpg?fitin=700:700,5440.0000,,TV・オーディオ・カメラ > メモリーカード > SDメモリーカード,【送料無料】サンディスク 高速microSDHCメモリーカード(Class 10対応・32GB) 防水仕様 SDSQQND-032G-JN3ID [SDSQQND032GJN3ID]【KK9N0D18P】【NYOA】,,●フルHD動画で5、000時間の耐久性を実現。<br>●防水性、耐温度、耐衝撃に優れた高耐久カード。<br>●データ復旧ソフト『レスキュープロ デラックス』1年間利用特典付き。<br>●SDカードスロットでも使える便利なSDカード変換アダプタ付き。<br>●2年間限定保証。<br>●容量:32GB<br>●スピードクラス:クラス10<br>●カードタイプ:microSDHC<br>●互換性:microSDHCに対応した機器で使用可能<br>●転送速度:読出し/書込み 最大20MB/秒<br>●耐久性:防水(IPX7準拠)、耐温度(-25℃～85℃)、耐衝撃(5mからの落下試験対応)<br>●寸法:W1.5×H1.1×D0.1cm<br>●質量:0.4g<br>●同梱品:SD変換アダプタ、データ復旧ソフト特典クーポン,【送料無料】サンディスク 高速microSDHCメモリーカード(Class 10対応・32GB) 防水仕様 SDSQQND-032G-JN3ID [SDSQQND032GJN3ID]【KK9N0D18P】【NYOA】：エディオン　楽天市場店,【送料無料】サンディスク 高速microSDHCメモリーカード(Class 10対応・32GB) 防水仕様 SDSQQND-032G-JN3ID [SDSQQND032GJN3ID]【KK9N0D18P】【NYOA】,【送料無料】サンディスク 高速microSDHCメモリーカード(Class 10対応・32GB) 防水仕様 SDSQQND-032G-JN3ID [SDSQQND032GJN3ID]【KK9N0D18P】【NYOA】[rn]
