18-8901,http://tshop.r10s.jp/auc-mikawa-kiko/cabinet/ob2016/3_23/t010005772053.jpg?fitin=700:700,215880.0000,,花・ガーデン・DIY > DIY・工具 > その他,【廃番】アルインコ 移動式作業台 天板高さ2.96m 最大使用質量120kg CSD300AS,【条件付き送料無料】,【特長】<br>大型移動式作業台で、4輪ブレーキ付キャスター(φ150)標準装備で移動も可能です。<br>フル手すりがセットされています。<br><br>【仕様】<br>最大使用質量(kg):120<br>天板高さ(m):2.96<br>作業床寸法(mm):500×520<br>設置寸法(mm):1300×2305<br>最大作業床高さ(m):2.96<br>質量(kg):55.5<br>組立式<br><br>【材質／仕上】<br>アルミ<br><br>【メーカー名】<br>アルインコ（株）<br><br>【原産国】日本<br><br>,【廃番】アルインコ 移動式作業台 天板高さ2.96m 最大使用質量120kg CSD300AS：三河機工 楽天市場店,マキタmakita日立HITACHIリュービRYOBIタジマTAJIMA日動NICHIDOボッシュBOSCHロブテックスLOBSTERインパクトドライバ電動クリーナーバリカン消臭液グラインダー【廃番】アルインコ 移動式作業台 天板高さ2.96m 最大使用質量120kg CSD300AS,【条件付き送料無料】。【廃番】アルインコ 移動式作業台 天板高さ2.96m 最大使用質量120kg CSD300AS[rn]
18-8964,http://tshop.r10s.jp/auc-mikawa-kiko/cabinet/ob2016/2_21/t010004208648.jpg?fitin=700:700,5080.0000,,花・ガーデン・DIY > DIY・工具 > その他,富士 サーメットチップソーさくら180K 180X2.0X20 TP-180K,,【特長】<br>サーメットを使用した高性能切断刃です。<br>超硬チップに比べ耐熱性・耐摩耗性に優れています。<br>鉄だけでなくステンレスもスムーズに切断できます。<br>特殊台金加工によりチップが飛び散りにくくなっています。<br><br>【用途】<br>鉄・ステンレス用:アングル・電線管・ライニング管などの切断に。<br><br>【仕様】<br>切断能力(mm)鉄鋼:6<br>切断能力(mm)ステンレス:3<br>外径(mm):180<br>刃厚(mm):2.0<br>穴径(mm):20.0<br>刃数:40<br>最高使用回転数(rpm):4500<br>質量(g):286<br><br>【材質／仕上】<br>台金:工具鋼<br>チップ:サーメット<br><br>【メーカー名】<br>富士製砥（株）<br><br>【原産国】JP<br><br>,富士 サーメットチップソーさくら180K 180X2.0X20 TP-180K：三河機工 楽天市場店,マキタmakita日立HITACHIリュービRYOBIタジマTAJIMA日動NICHIDOボッシュBOSCHロブテックスLOBSTERインパクトドライバ電動クリーナーバリカン消臭液グラインダー富士 サーメットチップソーさくら180K 180X2.0X20 TP-180K,富士 サーメットチップソーさくら180K 180X2.0X20 TP-180K[rn]
18-8965,http://tshop.r10s.jp/auc-mikawa-kiko/cabinet/ob2016/2_21/t010006077042.jpg?fitin=700:700,2992.0000,,花・ガーデン・DIY > DIY・工具 > その他,モトユキ グローバルソー鉄・ステンレス兼用チップソー FR-110N,,【特長】<br>比較的薄い切断材向きです。<br>振動を抑え、制音効果が大幅にアップします。<br><br>【用途】<br>アングル鋼、チャンネル鋼、C型チャンネル鋼、鉄筋、平鋼、鋼管、ガス管、ライニング鋼管、縞鋼板、デッキプレート、ハンガーレールなどの切断に。<br><br>【仕様】<br>切断能力(mm)鉄鋼:4<br>切断能力(mm)ステンレス:2<br>外径(mm):110<br>刃厚(mm):1.2<br>穴径(mm):20.0<br>刃数:22<br>最高使用回転数(rpm):13000<br>質量(g):110<br><br>【材質／仕上】<br>台金:工具鋼<br>チップ:サーメット<br><br>【メーカー名】<br>（株）モトユキ<br><br>【原産国】日本<br><br>,モトユキ グローバルソー鉄・ステンレス兼用チップソー FR-110N：三河機工 楽天市場店,マキタmakita日立HITACHIリュービRYOBIタジマTAJIMA日動NICHIDOボッシュBOSCHロブテックスLOBSTERインパクトドライバ電動クリーナーバリカン消臭液グラインダーモトユキ グローバルソー鉄・ステンレス兼用チップソー FR-110N,モトユキ グローバルソー鉄・ステンレス兼用チップソー FR-110N[rn]
18-8966,http://tshop.r10s.jp/auc-mikawa-kiko/cabinet/ob2016/2_21/t010003217355.jpg?fitin=700:700,7260.0000,,花・ガーデン・DIY > DIY・工具 > その他,モトユキ グローバルソーファインメタル 鉄ステン兼用 GLA-185G,,【特長】<br>薄刃設計で切断時の抵抗が少なく、シャープな切れ味が持続します。<br>切断時の火花や粉じんも少ないクリーンカットです。<br><br>【用途】<br>アングル鋼、チャンネル鋼、C型チャンネル鋼、鉄筋、平鋼、鋼管、ガス管、ライニング鋼管、縞鋼板、デッキプレート、ハンガーレールなどの切断に。<br><br>【仕様】<br>切断能力(mm)鉄鋼:6<br>切断能力(mm)ステンレス:3<br>外径(mm):185<br>刃厚(mm):1.4<br>穴径(mm):20.0<br>刃数:38<br>最高使用回転数(rpm):5500<br>質量(g):350<br><br>【材質／仕上】<br>台金:工具鋼<br>チップ:サーメット<br><br>【注意】<br>ディスクグラインダーでは使用できません<br><br>【メーカー名】<br>（株）モトユキ<br><br>【原産国】JP<br><br>,モトユキ グローバルソーファインメタル 鉄ステン兼用 GLA-185G：三河機工 楽天市場店,マキタmakita日立HITACHIリュービRYOBIタジマTAJIMA日動NICHIDOボッシュBOSCHロブテックスLOBSTERインパクトドライバ電動クリーナーバリカン消臭液グラインダーモトユキ グローバルソーファインメタル 鉄ステン兼用 GLA-185G,モトユキ グローバルソーファインメタル 鉄ステン兼用 GLA-185G[rn]
18-8967,http://tshop.r10s.jp/auc-mikawa-kiko/cabinet/ob2016/2_21/t010002663271.jpg?fitin=700:700,3037.6000,,花・ガーデン・DIY > DIY・工具 > その他,YAMASIN チップソー（パワーメタル） YSD100,,【特長】<br>刃先に新開発特殊パウダーチタンチップを採用、長寿命です。<br><br>【用途】<br>一般軟鋼材・縞鋼板・アングル・チャンネル鋼・デッキプレート・キーストンプレート・ライニング管・VLP管・電線管・塩ビパイプ・ステンレスの切断に。<br><br>【仕様】<br>切断能力(mm)鉄鋼:4<br>切断能力(mm)ステンレス:2<br>外径(mm):100<br>刃厚(mm):1.8<br>穴径(mm):20.0<br>刃数:22<br>最高使用回転数(rpm):13000<br>質量(g):150<br><br>【材質／仕上】<br>台金:工具鋼<br>チップ:チタン<br><br>【メーカー名】<br>山真製鋸（株）<br><br>【原産国】日本<br><br>,YAMASIN チップソー（パワーメタル） YSD100：三河機工 楽天市場店,マキタmakita日立HITACHIリュービRYOBIタジマTAJIMA日動NICHIDOボッシュBOSCHロブテックスLOBSTERインパクトドライバ電動クリーナーバリカン消臭液グラインダーYAMASIN チップソー（パワーメタル） YSD100,YAMASIN チップソー（パワーメタル） YSD100[rn]
18-8968,http://tshop.r10s.jp/auc-mikawa-kiko/cabinet/ob2016/2_21/t010006239476.jpg?fitin=700:700,12289.6000,,花・ガーデン・DIY > DIY・工具 > その他,エビ ゼットフラッシャー 355mm FX355A,,【特長】<br>耐熱性・耐摩耗性に優れた「新合金チップ」採用により、驚異の切れ味・長寿命・きれいな切り口を実現しました。<br><br>【用途】<br>一般軟鋼材（鉄・アルミ系）、ステンレス材（SUS304）の切断に。<br><br>【仕様】<br>切断能力(mm)鉄鋼:10<br>切断能力(mm)ステンレス:6<br>外径(mm):355<br>刃厚(mm):2.4<br>穴径(mm):25.4<br>刃数:80<br>最高使用回転数(rpm):1500<br>質量(g):1900<br><br>【材質／仕上】<br>台金:特殊合金<br>チップ:サーメット<br><br>【メーカー名】<br>（株）ロブテックス<br><br>【原産国】JP<br><br>,エビ ゼットフラッシャー 355mm FX355A：三河機工 楽天市場店,マキタmakita日立HITACHIリュービRYOBIタジマTAJIMA日動NICHIDOボッシュBOSCHロブテックスLOBSTERインパクトドライバ電動クリーナーバリカン消臭液グラインダーエビ ゼットフラッシャー 355mm FX355A,エビ ゼットフラッシャー 355mm FX355A[rn]
18-8969,http://tshop.r10s.jp/auc-mikawa-kiko/cabinet/ob2016/2_21/t010006239475.jpg?fitin=700:700,4126.4000,,花・ガーデン・DIY > DIY・工具 > その他,エビ ゼットフラッシャー 鉄・ステンレス兼用タイプ 180mm FX180A,,【特長】<br>耐熱性・耐摩耗性に優れた「新合金チップ」採用により、驚異の切れ味・長寿命・きれいな切り口を実現しました。<br><br>【用途】<br>一般軟鋼材（鉄・アルミ系）、ステンレス材（SUS304）の切断に。<br><br>【仕様】<br>切断能力(mm)鉄鋼:6<br>切断能力(mm)ステンレス:3<br>外径(mm):180<br>刃厚(mm):2.0<br>穴径(mm):20.0<br>刃数:40<br>最高使用回転数(rpm):5500<br>質量(g):400<br><br>【材質／仕上】<br>台金:特殊合金<br>チップ:超硬<br><br>【メーカー名】<br>（株）ロブテックス<br><br>【原産国】日本<br><br>,エビ ゼットフラッシャー 鉄・ステンレス兼用タイプ 180mm FX180A：三河機工 楽天市場店,マキタmakita日立HITACHIリュービRYOBIタジマTAJIMA日動NICHIDOボッシュBOSCHロブテックスLOBSTERインパクトドライバ電動クリーナーバリカン消臭液グラインダーエビ ゼットフラッシャー 鉄・ステンレス兼用タイプ 180mm FX180A,エビ ゼットフラッシャー 鉄・ステンレス兼用タイプ 180mm FX180A[rn]
18-8970,http://tshop.r10s.jp/auc-mikawa-kiko/cabinet/ob2016/2_21/t010002663278.jpg?fitin=700:700,2060.8000,,花・ガーデン・DIY > DIY・工具 > その他,YAMASIN メタルマスター鉄工用 YSD125MM,,【特長】<br>刃先に新開発特殊パウダーチタンチップを採用しています。<br><br>【用途】<br>一般軟鋼材・縞鋼板・アングル・チャンネル鋼・デッキプレート・キーストンプレート・ライニング管・VLP管・電線管・塩ビパイプ・ステンレスの切断に。<br><br>【仕様】<br>切断能力(mm)鉄鋼:4<br>切断能力(mm)ステンレス:2<br>外径(mm):125<br>刃厚(mm):1.6<br>穴径(mm):20.0<br>刃数:28<br>最高使用回転数(rpm):10000<br>質量(g):180<br><br>【材質／仕上】<br>台金:工具鋼<br>チップ:チタン<br><br>【メーカー名】<br>山真製鋸（株）<br><br>【原産国】日本<br><br>,YAMASIN メタルマスター鉄工用 YSD125MM：三河機工 楽天市場店,マキタmakita日立HITACHIリュービRYOBIタジマTAJIMA日動NICHIDOボッシュBOSCHロブテックスLOBSTERインパクトドライバ電動クリーナーバリカン消臭液グラインダーYAMASIN メタルマスター鉄工用 YSD125MM,YAMASIN メタルマスター鉄工用 YSD125MM[rn]
18-8971,http://tshop.r10s.jp/auc-mikawa-kiko/cabinet/ob2016/2_21/t010002663282.jpg?fitin=700:700,4121.6000,,花・ガーデン・DIY > DIY・工具 > その他,YAMASIN チップソー（プロメタル） YSD165PM 山真製鋸【最安値挑戦 激安 通販 おすすめ 人気 価格 安い おしゃれ】,,【特長】<br>刃先に新開発特殊パウダーチタンチップを採用、長寿命です。<br>新開発特殊段付加工で1.3mmの薄刃を実現しました。<br>切削摩擦を抑え、切れ味・耐久性を高めたプロ仕様のチップソーです。<br><br>【用途】<br>一般軟鋼材・縞鋼板・アングル・チャンネル鋼・デッキプレート・キーストンプレート・ライニング管・VLP管・電線管・塩ビパイプ・ステンレスの切断に。<br><br>【仕様】<br>切断能力(mm)鉄鋼:6<br>切断能力(mm)ステンレス:3<br>外径(mm):165<br>刃厚(mm):1.3<br>穴径(mm):20.0<br>刃数:40<br>最高使用回転数(rpm):6000<br>質量(g):210<br><br>【材質／仕上】<br>台金:工具鋼<br>チップ:チタン<br><br>【メーカー名】<br>山真製鋸（株）<br><br>【原産国】日本<br><br>,YAMASIN チップソー（プロメタル） YSD165PM 山真製鋸【最安値挑戦 激安 通販 おすすめ 人気 価格 安い おしゃれ】：三河機工 楽天市場店,マキタmakita日立HITACHIリュービRYOBIタジマTAJIMA日動NICHIDOボッシュBOSCHロブテックスLOBSTERインパクトドライバ電動クリーナーバリカン消臭液グラインダーYAMASIN チップソー（プロメタル） YSD165PM 山真製鋸【最安値挑戦 激安 通販 おすすめ 人気 価格 安い おしゃれ】,YAMASIN チップソー（プロメタル） YSD165PM 山真製鋸【最安値挑戦 激安 通販 おすすめ 人気 価格 安い おしゃれ】[rn]
18-8972,http://tshop.r10s.jp/auc-mikawa-kiko/cabinet/ob2016/2_21/t010005020134.jpg?fitin=700:700,12418.4000,,花・ガーデン・DIY > DIY・工具 > その他,アイウッド 鉄人の刃 ヘビーウエイトクラス Φ305 99486,,【特長】<br>耐久性と切れ味がクラス最高水準です。当社『スーパーハイクラス』を厚物に特化して再設計したチップソーです。<br>レーザースリット入りで静かにブレを抑えて軽快に切断できます。<br><br>【用途】<br>コ型鋼・アングル鋼・平鋼・鉄筋・縞鋼板・各種形鋼の切断。<br><br>【仕様】<br>切断能力(mm)鉄鋼:10<br>切断能力(mm)ステンレス:6<br>外径(mm):305<br>刃厚(mm):2.4<br>穴径(mm):25.4<br>刃数:70<br>最高使用回転数(rpm):1700<br>質量(g):1120<br><br>【材質／仕上】<br>台金:工具鋼<br>チップ:サーメット<br><br>【メーカー名】<br>（株）小山金属工業所<br><br>【原産国】JP<br><br>,アイウッド 鉄人の刃 ヘビーウエイトクラス Φ305 99486：三河機工 楽天市場店,マキタmakita日立HITACHIリュービRYOBIタジマTAJIMA日動NICHIDOボッシュBOSCHロブテックスLOBSTERインパクトドライバ電動クリーナーバリカン消臭液グラインダーアイウッド 鉄人の刃 ヘビーウエイトクラス Φ305 99486,アイウッド 鉄人の刃 ヘビーウエイトクラス Φ305 99486[rn]
18-8973,http://tshop.r10s.jp/auc-mikawa-kiko/cabinet/ob2016/2_21/t010002829234.jpg?fitin=700:700,4180.0000,,花・ガーデン・DIY > DIY・工具 > その他,モトユキ 鉄・ステンレス兼用 FM－100X22 FM-100,,【特長】<br>比較的厚い切断材向きです。<br>最新加工技術により、チップの脱落や欠損が極度に減少します。<br>超硬チップタイプに比べて寿命は5倍、切れ味は3倍です。<br><br>【用途】<br>アングル鋼、チャンネル鋼、C型チャンネル鋼、鉄筋、平鋼、鋼管、ガス管、ライニング鋼管、縞鋼板、デッキプレート、ハンガーレールなどの切断に。<br>鉄工6mm程度の中厚切断材に最適。<br><br>【仕様】<br>切断能力(mm)鉄鋼:4<br>切断能力(mm)ステンレス:2<br>外径(mm):100<br>刃厚(mm):1.6<br>穴径(mm):20.0<br>刃数:22<br>最高使用回転数(rpm):13000<br>質量(g):100<br><br>【材質／仕上】<br>台金:工具鋼<br>チップ:サーメット<br><br>【注意】<br>ディスクグラインダーでは使用できません。<br>高速砥石切断機では使用できません。<br><br>【メーカー名】<br>（株）モトユキ<br><br>【原産国】日本<br><br>,モトユキ 鉄・ステンレス兼用 FM&minus;100X22 FM-100：三河機工 楽天市場店,マキタmakita日立HITACHIリュービRYOBIタジマTAJIMA日動NICHIDOボッシュBOSCHロブテックスLOBSTERインパクトドライバ電動クリーナーバリカン消臭液グラインダーモトユキ 鉄・ステンレス兼用 FM&minus;100X22 FM-100,モトユキ 鉄・ステンレス兼用 FM&minus;100X22 FM-100[rn]
18-8974,http://tshop.r10s.jp/auc-mikawa-kiko/cabinet/ob2016/2_21/t010002663279.jpg?fitin=700:700,2267.2000,,花・ガーデン・DIY > DIY・工具 > その他,YAMASIN メタルマスター鉄工用 YSD165MM,,【特長】<br>刃先に新開発特殊パウダーチタンチップを採用しています。<br><br>【用途】<br>一般軟鋼材・縞鋼板・アングル・チャンネル鋼・デッキプレート・キーストンプレート・ライニング管・VLP管・電線管・塩ビパイプ・ステンレスの切断に。<br><br>【仕様】<br>切断能力(mm)鉄鋼:6<br>切断能力(mm)ステンレス:3<br>外径(mm):165<br>刃厚(mm):1.6<br>穴径(mm):20.0<br>刃数:36<br>最高使用回転数(rpm):6000<br>質量(g):340<br><br>【材質／仕上】<br>台金:工具鋼<br>チップ:チタン<br><br>【メーカー名】<br>山真製鋸（株）<br><br>【原産国】日本<br><br>,YAMASIN メタルマスター鉄工用 YSD165MM：三河機工 楽天市場店,マキタmakita日立HITACHIリュービRYOBIタジマTAJIMA日動NICHIDOボッシュBOSCHロブテックスLOBSTERインパクトドライバ電動クリーナーバリカン消臭液グラインダーYAMASIN メタルマスター鉄工用 YSD165MM,YAMASIN メタルマスター鉄工用 YSD165MM[rn]
18-8975,http://tshop.r10s.jp/auc-mikawa-kiko/cabinet/ob2016/2_21/t010005017343.jpg?fitin=700:700,4892.0000,,花・ガーデン・DIY > DIY・工具 > その他,富士 サーメットチップソー さくら165KT（鉄・ステンレス用） TP165KT,,【特長】<br>サーメットチップを使用した高性能切断刃です。<br>超硬チップに比べ耐熱性、耐摩耗性が優れていますので、鉄だけでなくステンレスもスムーズに切断できます。<br>特殊台金加工により、チップが飛びにくくなっています。<br><br>【用途】<br>アングル、電線管、チャンネル鋼、金属サイディング、デッキプレート、アルミサッシ、丸、角パイプ、ランニング鋼管などの切断に。<br><br>【仕様】<br>切断能力(mm)鉄鋼:6<br>切断能力(mm)ステンレス:3<br>外径(mm):165<br>刃厚(mm):1.6<br>穴径(mm):20.0<br>刃数:40<br>最高使用回転数(rpm):8500<br>質量(g):197<br><br>【材質／仕上】<br>台金：工具鋼<br>チップ：サーメット<br><br>【メーカー名】<br>富士製砥（株）<br><br>【原産国】JP<br><br>,富士 サーメットチップソー さくら165KT（鉄・ステンレス用） TP165KT：三河機工 楽天市場店,マキタmakita日立HITACHIリュービRYOBIタジマTAJIMA日動NICHIDOボッシュBOSCHロブテックスLOBSTERインパクトドライバ電動クリーナーバリカン消臭液グラインダー富士 サーメットチップソー さくら165KT（鉄・ステンレス用） TP165KT,富士 サーメットチップソー さくら165KT（鉄・ステンレス用） TP165KT[rn]
18-8976,http://tshop.r10s.jp/auc-mikawa-kiko/cabinet/ob2016/2_21/t010005017342.jpg?fitin=700:700,3906.4000,,花・ガーデン・DIY > DIY・工具 > その他,富士 サーメットチップソーさくら100K（鉄・ステンレス用） TP100K,,【特長】<br>サーメットチップを使用した高性能切断刃です。<br>超硬チップに比べ耐熱性、耐摩耗性が優れていますので、鉄だけでなくステンレスもスムーズに切断できます。<br>特殊台金加工により、チップが飛びにくくなっています。<br><br>【用途】<br>アングル、電線管、チャンネル鋼、金属サイディング、デッキプレート、アルミサッシ、丸、角パイプ、ランニング鋼管などの切断に。<br><br>【仕様】<br>切断能力(mm)鉄鋼:4<br>切断能力(mm)ステンレス:2<br>外径(mm):100<br>刃厚(mm):1.8<br>穴径(mm):20.0<br>刃数:22<br>最高使用回転数(rpm):11000<br>質量(g):74<br><br>【材質／仕上】<br>台金：工具鋼<br>チップ：サーメット<br><br>【メーカー名】<br>富士製砥（株）<br><br>【原産国】JP<br><br>,富士 サーメットチップソーさくら100K（鉄・ステンレス用） TP100K：三河機工 楽天市場店,マキタmakita日立HITACHIリュービRYOBIタジマTAJIMA日動NICHIDOボッシュBOSCHロブテックスLOBSTERインパクトドライバ電動クリーナーバリカン消臭液グラインダー富士 サーメットチップソーさくら100K（鉄・ステンレス用） TP100K,富士 サーメットチップソーさくら100K（鉄・ステンレス用） TP100K[rn]
18-8977,http://tshop.r10s.jp/auc-mikawa-kiko/cabinet/ob2016/2_21/t010005020134.jpg?fitin=700:700,14570.4000,,花・ガーデン・DIY > DIY・工具 > その他,アイウッド 鉄人の刃 ヘビーウエイトクラス Φ355 99487,【条件付き送料無料】,【特長】<br>耐久性と切れ味がクラス最高水準です。当社『スーパーハイクラス』を厚物に特化して再設計したチップソーです。<br>レーザースリット入りで静かにブレを抑えて軽快に切断できます。<br><br>【用途】<br>コ型鋼・アングル鋼・平鋼・鉄筋・縞鋼板・各種形鋼の切断。<br><br>【仕様】<br>切断能力(mm)鉄鋼:10<br>切断能力(mm)ステンレス:6<br>外径(mm):355<br>刃厚(mm):2.6<br>穴径(mm):25.4<br>刃数:80<br>最高使用回転数(rpm):1500<br>質量(g):1660<br><br>【材質／仕上】<br>台金:工具鋼<br>チップ:サーメット<br><br>【メーカー名】<br>（株）小山金属工業所<br><br>【原産国】JP<br><br>,アイウッド 鉄人の刃 ヘビーウエイトクラス Φ355 99487：三河機工 楽天市場店,マキタmakita日立HITACHIリュービRYOBIタジマTAJIMA日動NICHIDOボッシュBOSCHロブテックスLOBSTERインパクトドライバ電動クリーナーバリカン消臭液グラインダーアイウッド 鉄人の刃 ヘビーウエイトクラス Φ355 99487,【条件付き送料無料】。アイウッド 鉄人の刃 ヘビーウエイトクラス Φ355 99487[rn]
18-8978,http://tshop.r10s.jp/auc-mikawa-kiko/cabinet/ob2016/2_21/t010006359386.jpg?fitin=700:700,5376.0000,,花・ガーデン・DIY > DIY・工具 > その他,ヤナセ チップソードラド 鉄・ステンレス兼用 Φ180 FH-180,,【特長】<br>鉄・ステンレス兼用タイプのチップソーです。<br><br>【用途】<br>中厚程度（6mm）の鉄鋼材の切断に適します。<br>しま鋼板・グレーチング・ガス管など広い用途。<br><br>【仕様】<br>切断能力(mm)鉄鋼:6<br>切断能力(mm)ステンレス:3<br>外径(mm):180<br>刃厚(mm):1.8<br>穴径(mm):20.0<br>刃数:36<br>最高使用回転数(rpm):5500<br><br>【材質／仕上】<br>台金:工具鋼<br>チップ:サーメット<br><br>【メーカー名】<br>柳瀬（株）<br><br>【原産国】日本<br><br>,ヤナセ チップソードラド 鉄・ステンレス兼用 Φ180 FH-180：三河機工 楽天市場店,マキタmakita日立HITACHIリュービRYOBIタジマTAJIMA日動NICHIDOボッシュBOSCHロブテックスLOBSTERインパクトドライバ電動クリーナーバリカン消臭液グラインダーヤナセ チップソードラド 鉄・ステンレス兼用 Φ180 FH-180,ヤナセ チップソードラド 鉄・ステンレス兼用 Φ180 FH-180[rn]
18-8979,http://tshop.r10s.jp/auc-mikawa-kiko/cabinet/ob2016/2_21/t010005020133.jpg?fitin=700:700,4636.0000,,花・ガーデン・DIY > DIY・工具 > その他,アイウッド 鉄人の刃 スーパーハイクラス Φ160 99453,,【特長】<br>薄刃と新型研磨・刃数設計で切れ味を高め、特殊サーメットチップで耐久性を高めたスーパーハイクラスチップソーです。<br>レーザースリット入りで静かにブレを抑えて軽快に切断できます。<br><br>【用途】<br>アングル鋼・鉄筋・鉄パイプ・ハンガーレール・チャンネル鋼・各種形鋼の切断。<br><br>【仕様】<br>切断能力(mm)鉄鋼:4<br>切断能力(mm)ステンレス:3<br>外径(mm):160<br>刃厚(mm):1.8<br>穴径(mm):20.0<br>刃数:38<br>最高使用回転数(rpm):6000<br>質量(g):209<br><br>【材質／仕上】<br>台金:工具鋼<br>チップ:サーメット<br><br>【メーカー名】<br>（株）小山金属工業所<br><br>【原産国】JP<br><br>,アイウッド 鉄人の刃 スーパーハイクラス Φ160 99453：三河機工 楽天市場店,マキタmakita日立HITACHIリュービRYOBIタジマTAJIMA日動NICHIDOボッシュBOSCHロブテックスLOBSTERインパクトドライバ電動クリーナーバリカン消臭液グラインダーアイウッド 鉄人の刃 スーパーハイクラス Φ160 99453,アイウッド 鉄人の刃 スーパーハイクラス Φ160 99453[rn]
18-8980,http://tshop.r10s.jp/auc-mikawa-kiko/cabinet/ob2016/2_21/t010005017593.jpg?fitin=700:700,5196.8000,,花・ガーデン・DIY > DIY・工具 > その他,富士 サーメットチップソーつばき180TU TP180TU,,【特長】<br>台金に溝を入れる事で材料と台金の摩擦を低減し、チップの負担軽減、切粉ハケがアップしました。<br>回転時の重心がより外周部（チップ）に集中し直進性と安定性がアップしました。<br><br>【用途】<br>アングル、電線管、チャンネル鋼、金属サイディング、デッキプレート、アルミサッシ、丸、角パイプ、ランニング鋼管などの切断に。<br><br>【仕様】<br>切断能力(mm)鉄鋼:6<br>切断能力(mm)ステンレス:3<br>外径(mm):180<br>刃厚(mm):1.7<br>穴径(mm):20.0<br>刃数:40<br>最高使用回転数(rpm):4300<br>質量(g):212<br><br>【材質／仕上】<br>台金：工具鋼<br>チップ：サーメット<br><br>【メーカー名】<br>富士製砥（株）<br><br>【原産国】JP<br><br>,富士 サーメットチップソーつばき180TU TP180TU：三河機工 楽天市場店,マキタmakita日立HITACHIリュービRYOBIタジマTAJIMA日動NICHIDOボッシュBOSCHロブテックスLOBSTERインパクトドライバ電動クリーナーバリカン消臭液グラインダー富士 サーメットチップソーつばき180TU TP180TU,富士 サーメットチップソーつばき180TU TP180TU[rn]
18-8981,http://tshop.r10s.jp/auc-mikawa-kiko/cabinet/ob2016/2_21/t010005131736.jpg?fitin=700:700,5764.0000,,花・ガーデン・DIY > DIY・工具 > その他,モトユキ 鉄・ステンレス兼用 GLA-160G,,【特長】<br>薄刃設計で切断時の抵抗が少なく、シャープな切れ味が持続します。<br>切断時の火花や粉じんも少ないクリーンカットです。<br><br>【用途】<br>アングル鋼、チャンネル鋼、C型チャンネル鋼、鉄筋、平鋼、鋼管、ガス管、ライニング鋼管、縞鋼板、デッキプレート、ハンガーレールなどの切断に。<br><br>【仕様】<br>切断能力(mm)鉄鋼:6<br>切断能力(mm)ステンレス:3<br>外径(mm):160<br>刃厚(mm):1.4<br>穴径(mm):20.0<br>刃数:34<br>最高使用回転数(rpm):6000<br>質量(g):270<br><br>【材質／仕上】<br>台金:工具鋼<br>チップ:サーメット<br><br>【注意】<br>ディスクグラインダーでは使用できません<br><br>【メーカー名】<br>（株）モトユキ<br><br>【原産国】JP<br><br>,モトユキ 鉄・ステンレス兼用 GLA-160G：三河機工 楽天市場店,マキタmakita日立HITACHIリュービRYOBIタジマTAJIMA日動NICHIDOボッシュBOSCHロブテックスLOBSTERインパクトドライバ電動クリーナーバリカン消臭液グラインダーモトユキ 鉄・ステンレス兼用 GLA-160G,モトユキ 鉄・ステンレス兼用 GLA-160G[rn]
18-8982,http://tshop.r10s.jp/auc-mikawa-kiko/cabinet/ob2016/2_21/t010005020132.jpg?fitin=700:700,6954.4000,,花・ガーデン・DIY > DIY・工具 > その他,アイウッド チップソー プレミアム鉄・ステンレス Φ305 99493,,【特長】<br>特殊チップを採用してワンランク上の長寿命を実現したお買い得チップソーです。<br><br>【用途】<br>アングル鋼・鉄筋・鉄パイプ・ハンガーレール・チャンネル鋼・各種形鋼の切断。<br><br>【仕様】<br>切断能力(mm)鉄鋼:8<br>切断能力(mm)ステンレス:4<br>外径(mm):305<br>刃厚(mm):2.2<br>穴径(mm):25.4<br>刃数:54<br>最高使用回転数(rpm):1700<br>質量(g):1020<br><br>【材質／仕上】<br>台金:工具鋼<br>チップ:超硬<br><br>【メーカー名】<br>（株）小山金属工業所<br><br>【原産国】JP<br><br>,アイウッド チップソー プレミアム鉄・ステンレス Φ305 99493：三河機工 楽天市場店,マキタmakita日立HITACHIリュービRYOBIタジマTAJIMA日動NICHIDOボッシュBOSCHロブテックスLOBSTERインパクトドライバ電動クリーナーバリカン消臭液グラインダーアイウッド チップソー プレミアム鉄・ステンレス Φ305 99493,アイウッド チップソー プレミアム鉄・ステンレス Φ305 99493[rn]
