30-10601,http://tshop.r10s.jp/kougubako/cabinet/orange2017/trs05/trs2282780.jpg?fitin=700:700,2378.4000,,花・ガーデン・DIY > DIY・工具 > その他,ＴＲＵＳＣＯ　遮光ガラス　＃１１　２０枚入　GC,【業務用】 オレンジブック2017掲載,<b>メーカー／トラスコ中山（株）</b><br><br>【特長】<br>●コスト重視の低価格タイプです。●傷に強いです。●遮光度の番手が大きいほど濃くなります。<br><br>【用途】<br>●アーク溶接に。<br><br>【仕様】<br>●縦(mm):50●横(mm):105●遮光度:＃11●摘要:箱入●適合機種:HS、TPW-T、TPW-K、TWHMなど●厚み:3.0mm<br><br>【材質／仕上】<br>●ガラス<br><br>【質量】　752G<br><br>【原産国】　ドイツ<br><br>【2017　オレンジブック掲載】　4 1994　ページ■商品コード：trs2282780　●縦(mm):50●横(mm):105●遮光度:＃11●摘要:箱入●適合機種:HS、TPW-T、TPW-K、TWHMなど●厚み:3.0mm,ＴＲＵＳＣＯ　遮光ガラス　＃１１　２０枚入　GC：工具箱　楽天市場店,ＴＲＵＳＣＯ　遮光ガラス　＃１１　２０枚入　GC,【業務用】 オレンジブック2017掲載。ＴＲＵＳＣＯ　遮光ガラス　＃１１　２０枚入　GC[rn]
30-10663,http://tshop.r10s.jp/kougubako/cabinet/orange2017/trs13/trs3517926.jpg?fitin=700:700,24840.0000,,花・ガーデン・DIY > DIY・工具 > その他,マイト　スケーラ焼け取り用電解液　SUSN4L,【業務用】 オレンジブック2017掲載,<b>メーカー／マイト工業（株）</b><br><br>【特長】<br>●効率の良い還元剤の配合により6価クロムを3価クロムに変換しますので安全です。●中性液SUS2004Lは電解処理後、水拭きで大丈夫です。<br><br>【用途】<br>●スケーラ用。●水洗いの出来ない場所で威力を発揮します。<br><br>【仕様】<br>●色:イエロー●容量(L):4●用途:万能タイプ●適用焼け取り:◎●適用不動態化:△●六価クロム撲滅対策:◎●HL材鏡面材へ好適:○●水拭き仕上げ可能:-●中和処理不要:-<br><br><font color=red>【注意】<br>●使用後の処理方法●１、製品に付着している液は、残液のないように完全な水洗いが必要２、廃液の場合、中和及び必要量の水で希釈が必要</font><br><br>【質量】　5.5KG<br><br>【原産国】　日本<br><br>【2017　オレンジブック掲載】　4 1952　ページ■商品コード：trs3517926　●色:イエロー●容量(L):4●用途:万能タイプ●適用焼け取り:◎●適用不動態化:△●六価クロム撲滅対策:◎●HL材鏡面材へ好適:○●水拭き仕上げ可能:-●中和処理不要:-,マイト　スケーラ焼け取り用電解液　SUSN4L：工具箱　楽天市場店,マイト　スケーラ焼け取り用電解液　SUSN4L,【業務用】 オレンジブック2017掲載。マイト　スケーラ焼け取り用電解液　SUSN4L[rn]
30-10664,http://tshop.r10s.jp/kougubako/cabinet/orange2017/trs07/trs2816385.jpg?fitin=700:700,5912.0000,,花・ガーデン・DIY > DIY・工具 > その他,ケミカル山本　ピカ素＃ＳＵＳ３００Ｓ１　YTS300S1,【業務用】 オレンジブック2017掲載,<b>メーカー／（株）ケミカル山本</b><br><br>【特長】<br>●有害物は一切含まず、有毒ガスも発生しません。●鏡面仕様の製品にも適用できます。<br><br>【用途】<br>●溶接ヒュームやもらいサビ、指紋汚れなどを手軽に洗浄して、出荷前のお化粧用に。●ステンレス製各種屋根、ケミカルタンカー、モニュメントの汚れ取りに。●あらゆるステンレス製品のお手入れに。<br><br>【仕様】<br>●色:ピンク●形状:ペースト状●タイプ:もらいサビ・汚れ取り食品機器用●容量:1L<br><br>【質量】　1.3KG<br><br>【原産国】　日本<br><br>【2017　オレンジブック掲載】　4 1953　ページ≪メーカー在庫品≫■商品コード：trs2816385　●色:ピンク●形状:ペースト状●タイプ:もらいサビ・汚れ取り食品機器用●容量:1L,ケミカル山本　ピカ素＃ＳＵＳ３００Ｓ１　YTS300S1：工具箱　楽天市場店,ケミカル山本　ピカ素＃ＳＵＳ３００Ｓ１　YTS300S1,【業務用】 オレンジブック2017掲載。ケミカル山本　ピカ素＃ＳＵＳ３００Ｓ１　YTS300S1[rn]
30-10665,http://tshop.r10s.jp/kougubako/cabinet/orange2017/trs07/trs2817870.jpg?fitin=700:700,6955.2000,,花・ガーデン・DIY > DIY・工具 > その他,ケミカル山本　ピカ素＃ＳＵＳ３００ワイパ　YWS300W5,【業務用】 オレンジブック2017掲載,<b>メーカー／（株）ケミカル山本</b><br><br>【特長】<br>●有害物は一切含まず、有毒ガスも発生しません。●鏡面仕様の製品にも適用できます。<br><br>【用途】<br>●溶接ヒュームやもらいサビ、指紋汚れなどを手軽に洗浄して、出荷前のお化粧用に。●ステンレス製各種屋根、ケミカルタンカー、モニュメントの汚れ取りに。●あらゆるステンレス製品のお手入れに。<br><br>【仕様】<br>●色:-●形状:ぬれタオル状●タイプ:ヒューム・軽いサビ取り●容量:50枚<br><br>【質量】　1.4KG<br><br>【原産国】　日本<br><br>【2017　オレンジブック掲載】　4 1953　ページ≪メーカー在庫品≫■商品コード：trs2817870　●色:-●形状:ぬれタオル状●タイプ:ヒューム・軽いサビ取り●容量:50枚,ケミカル山本　ピカ素＃ＳＵＳ３００ワイパ　YWS300W5：工具箱　楽天市場店,ケミカル山本　ピカ素＃ＳＵＳ３００ワイパ　YWS300W5,【業務用】 オレンジブック2017掲載。ケミカル山本　ピカ素＃ＳＵＳ３００ワイパ　YWS300W5[rn]
30-10666,http://tshop.r10s.jp/kougubako/cabinet/orange2017/trs13/trs3517969.jpg?fitin=700:700,18630.4000,,花・ガーデン・DIY > DIY・工具 > その他,マイト　マイトスケーラ用ガラスクロス袋型（１５０）入り　GCP150,【業務用】 オレンジブック2017掲載,<b>メーカー／マイト工業（株）</b><br><br>【特長】<br>●マイトスケーラを使用する時に必ず必要なクロスの一種であり、トーチホルダー先端に装着して電解液を浸し電解をするために使用します。●ショートを防ぐために必要な商品です。●健康に対し無害なノンアスベストタイプです。<br><br>【用途】<br>●マイトスケーラ使用時に。<br><br>【仕様】<br>●幅(mm):50●形状:袋型（二重織）●長さ(mm):50●入数(枚):150<br><br>【質量】　1.35KG<br><br>【原産国】　日本<br><br>【2017　オレンジブック掲載】　4 1952　ページ■商品コード：trs3517969　●幅(mm):50●形状:袋型（二重織）●長さ(mm):50●入数(枚):150,マイト　マイトスケーラ用ガラスクロス袋型（１５０）入り　GCP150：工具箱　楽天市場店,マイト　マイトスケーラ用ガラスクロス袋型（１５０）入り　GCP150,【業務用】 オレンジブック2017掲載。マイト　マイトスケーラ用ガラスクロス袋型（１５０）入り　GCP150[rn]
30-10667,http://tshop.r10s.jp/kougubako/cabinet/orange2017/trs36/trs4903706.jpg?fitin=700:700,6756.8000,,花・ガーデン・DIY > DIY・工具 > その他,佐々木化学　ステンレス溶接焼け除去剤　エスピュア　ＳＪジェル　３００ｇ　SJJEL300G,【業務用】 オレンジブック2017掲載,<b>メーカー／佐々木化学薬品（株）</b><br><br>【特長】<br>●ジェルタイプの焼け取り剤です。●塗って拭くだけで、溶接焼けを取ることができます。●垂直面にも使用できます。●毒物・劇物に該当しません。<br><br>【用途】<br>●ステンレス溶接焼け取りに。<br><br>【仕様】<br>●酸性高粘度ジェル●水溶性●常温使用<br><br>【材質／仕上】<br>●塩化水素（５％）●有機酸●ゲル化剤<br><br>【質量】　0.3KG<br><br>【原産国】　日本<br><br>【2017　オレンジブック掲載】　4 1953　ページ≪メーカー在庫品≫■商品コード：trs4903706　●酸性高粘度ジェル●水溶性●常温使用,佐々木化学　ステンレス溶接焼け除去剤　エスピュア　ＳＪジェル　３００ｇ　SJJEL300G：工具箱　楽天市場店,佐々木化学　ステンレス溶接焼け除去剤　エスピュア　ＳＪジェル　３００ｇ　SJJEL300G,【業務用】 オレンジブック2017掲載。佐々木化学　ステンレス溶接焼け除去剤　エスピュア　ＳＪジェル　３００ｇ　SJJEL300G[rn]
30-10668,http://tshop.r10s.jp/kougubako/cabinet/orange2017/trs13/trs3517942.jpg?fitin=700:700,24840.0000,,花・ガーデン・DIY > DIY・工具 > その他,マイト　スケーラ焼け取り用電解液　SUS4000B4L,【業務用】 オレンジブック2017掲載,<b>メーカー／マイト工業（株）</b><br><br>【特長】<br>●効率の良い還元剤の配合により6価クロムを3価クロムに変換しますので安全です。●中性液SUS2004Lは電解処理後、水拭きで大丈夫です。<br><br>【用途】<br>●スケーラ用。●水洗いの出来ない場所で威力を発揮します。<br><br>【仕様】<br>●色:ピンク●容量(L):4●用途:強力タイプ●適用焼け取り:◎●適用不動態化:△●六価クロム撲滅対策:◎●HL材鏡面材へ好適:◎●水拭き仕上げ可能:-●中和処理不要:-<br><br><font color=red>【注意】<br>●使用後の処理方法●１、製品に付着している液は、残液のないように完全な水洗いが必要２、廃液の場合、中和及び必要量の水で希釈が必要</font><br><br>【質量】　5.9KG<br><br>【原産国】　日本<br><br>【2017　オレンジブック掲載】　4 1952　ページ■商品コード：trs3517942　●色:ピンク●容量(L):4●用途:強力タイプ●適用焼け取り:◎●適用不動態化:△●六価クロム撲滅対策:◎●HL材鏡面材へ好適:◎●水拭き仕上げ可能:-●中和処理不要:-,マイト　スケーラ焼け取り用電解液　SUS4000B4L：工具箱　楽天市場店,マイト　スケーラ焼け取り用電解液　SUS4000B4L,【業務用】 オレンジブック2017掲載。マイト　スケーラ焼け取り用電解液　SUS4000B4L[rn]
30-10669,http://tshop.r10s.jp/kougubako/cabinet/orange2017/trs13/trs3517985.jpg?fitin=700:700,18630.4000,,花・ガーデン・DIY > DIY・工具 > その他,マイト　マイトスケーラ用スーパーフェルトセット（４５枚＋○リング４ヶ入）　SFT45,【業務用】 オレンジブック2017掲載,<b>メーカー／マイト工業（株）</b><br><br>【特長】<br>●マイトスケーラを使用する時に必ず必要なクロスの一種であり、トーチホルダー先端に装着して電解液を浸し電解をするために使用します。●ショートを防ぐために必要な商品です。●長寿命でランニングコストが安いです。<br><br>【用途】<br>●マイトスケーラ使用時に。<br><br>【仕様】<br>●フェルト寸法厚み×幅×長さ(mm):2×35×90<br><br>【セット内容／付属品】<br>●フェルト45枚・Oリング4個<br><br>【質量】　52G<br><br>【原産国】　日本<br><br>【2017　オレンジブック掲載】　4 1952　ページ■商品コード：trs3517985　●フェルト寸法厚み×幅×長さ(mm):2×35×90,マイト　マイトスケーラ用スーパーフェルトセット（４５枚＋○リング４ヶ入）　SFT45：工具箱　楽天市場店,マイト　マイトスケーラ用スーパーフェルトセット（４５枚＋○リング４ヶ入）　SFT45,【業務用】 オレンジブック2017掲載。マイト　マイトスケーラ用スーパーフェルトセット（４５枚＋○リング４ヶ入）　SFT45[rn]
30-10670,http://tshop.r10s.jp/kougubako/cabinet/orange2017/trs07/trs2816393.jpg?fitin=700:700,18779.2000,,花・ガーデン・DIY > DIY・工具 > その他,ケミカル山本　ピカ素＃ＳＵＳ３００Ｓ４　YTS300S4,【業務用】 オレンジブック2017掲載,<b>メーカー／（株）ケミカル山本</b><br><br>【特長】<br>●有害物は一切含まず、有毒ガスも発生しません。●鏡面仕様の製品にも適用できます。<br><br>【用途】<br>●溶接ヒュームやもらいサビ、指紋汚れなどを手軽に洗浄して、出荷前のお化粧用に。●ステンレス製各種屋根、ケミカルタンカー、モニュメントの汚れ取りに。●あらゆるステンレス製品のお手入れに。<br><br>【仕様】<br>●色:ピンク●形状:ペースト状●タイプ:もらいサビ・汚れ取り食品機器用●容量:4L<br><br>【質量】　5.2KG<br><br>【原産国】　日本<br><br>【2017　オレンジブック掲載】　4 1953　ページ≪メーカー在庫品≫■商品コード：trs2816393　●色:ピンク●形状:ペースト状●タイプ:もらいサビ・汚れ取り食品機器用●容量:4L,ケミカル山本　ピカ素＃ＳＵＳ３００Ｓ４　YTS300S4：工具箱　楽天市場店,ケミカル山本　ピカ素＃ＳＵＳ３００Ｓ４　YTS300S4,【業務用】 オレンジブック2017掲載。ケミカル山本　ピカ素＃ＳＵＳ３００Ｓ４　YTS300S4[rn]
30-10671,http://tshop.r10s.jp/kougubako/cabinet/orange2017/trs07/trs2816300.jpg?fitin=700:700,7998.4000,,花・ガーデン・DIY > DIY・工具 > その他,ケミカル山本　ピカ素ＮＥＯ＃１００Ｓ１　YDN100S1,【業務用】 オレンジブック2017掲載,<b>メーカー／（株）ケミカル山本</b><br><br>【特長】<br>●有害物を含まない中性電解液だから廃液処理が容易な環境に優しい普及品です。<br><br>【用途】<br>●ステンレス電解焼け取り用。<br><br>【仕様】<br>●色:緑色●容量(L):1●用途:食品機器用●適用焼け取り:◎●適用不動態化:○●六価クロム撲滅対策:◎●HL材鏡面材へ好適:-●水拭き仕上げ可能:◎●中和処理不用:◎<br><br>【質量】　1.15KG<br><br>【原産国】　日本<br><br>【2017　オレンジブック掲載】　4 1953　ページ≪メーカー在庫品≫■商品コード：trs2816300　●色:緑色●容量(L):1●用途:食品機器用●適用焼け取り:◎●適用不動態化:○●六価クロム撲滅対策:◎●HL材鏡面材へ好適:-●水拭き仕上げ可能:◎●中和処理不用:◎,ケミカル山本　ピカ素ＮＥＯ＃１００Ｓ１　YDN100S1：工具箱　楽天市場店,ケミカル山本　ピカ素ＮＥＯ＃１００Ｓ１　YDN100S1,【業務用】 オレンジブック2017掲載。ケミカル山本　ピカ素ＮＥＯ＃１００Ｓ１　YDN100S1[rn]
30-10672,http://tshop.r10s.jp/kougubako/cabinet/orange2017/trs43/trs7726686.jpg?fitin=700:700,171694.4000,,花・ガーデン・DIY > DIY・工具 > その他,育良　エアープラズマカッター　１００Ｖ（４００５３）　ISKIAP151　【代引き不可・配送時間指定不可】,【業務用】 オレンジブック2017掲載,<b>メーカー／育良精機（株）</b><br><br>【特長】<br>●小型プラズマの決定版です。●インバーター制御方式でコンプレッサー内蔵型です。<br><br>【用途】<br>●ステンレス・軟鋼の切断に。<br><br>【仕様】<br>●幅(mm):145●奥行(mm):450●高さ(mm):225●定格入力(kVA):2.7●使用率(%):30●切断能力(mm):軟鋼・ステンレス0.1～9●電流範囲(A):8～15●電圧(V):単相100<br><br>【セット内容／付属品】<br>●入力ケーブル3m●アースクリップ付ケーブル3m●L型トーチケーブル6m●チップ2個●電極2個●シールドキャップ2個●ディストリビューター1個<br><br>【質量】　17.5KG<br><br>【原産国】　韓国<br><br>【2017　オレンジブック掲載】　4 1938　ページ≪メーカー直送品≫■商品コード：trs7726686　●幅(mm):145●奥行(mm):450●高さ(mm):225●定格入力(kVA):2.7●使用率(%):30●切断能力(mm):軟鋼・ステンレス0.1～9●電流範囲(A):8～15●電圧(V):単相100,育良　エアープラズマカッター　１００Ｖ（４００５３）　ISKIAP151　【代引き不可・配送時間指定不可】：工具箱　楽天市場店,育良　エアープラズマカッター　１００Ｖ（４００５３）　ISKIAP151　【代引き不可・配送時間指定不可】,【業務用】 オレンジブック2017掲載。育良　エアープラズマカッター　１００Ｖ（４００５３）　ISKIAP151　【代引き不可・配送時間指定不可】[rn]
30-10673,http://tshop.r10s.jp/kougubako/cabinet/default/orangebook.jpg?fitin=700:700,171694.4000,,花・ガーデン・DIY > DIY・工具 > その他,育良　エアープラズマカッター　２００Ｖ（４００５４）　ISKIAP202　【代引き不可・配送時間指定不可】,【業務用】 オレンジブック2017掲載,<b>メーカー／育良精機（株）</b><br><br>【特長】<br>●小型プラズマの決定版です。●インバーター制御方式でコンプレッサー内蔵型です。<br><br>【用途】<br>●ステンレス・軟鋼の切断に。<br><br>【仕様】<br>●幅(mm):145●奥行(mm):450●高さ(mm):225●定格入力(kVA):4.0●使用率(%):30●切断能力(mm):軟鋼・ステンレス0.1～9●電流範囲(A):10～20●電圧(V):単相200<br><br>【セット内容／付属品】<br>●入力ケーブル3m●アースクリップ付ケーブル3m●L型トーチケーブル6m●チップ2個●電極2個●シールドキャップ2個●ディストリビューター1個<br><br>【質量】　17.5KG<br><br>【原産国】　韓国<br><br>【2017　オレンジブック掲載】　4 1938　ページ≪メーカー直送品≫■商品コード：trs7726694　●幅(mm):145●奥行(mm):450●高さ(mm):225●定格入力(kVA):4.0●使用率(%):30●切断能力(mm):軟鋼・ステンレス0.1～9●電流範囲(A):10～20●電圧(V):単相200,育良　エアープラズマカッター　２００Ｖ（４００５４）　ISKIAP202　【代引き不可・配送時間指定不可】：工具箱　楽天市場店,育良　エアープラズマカッター　２００Ｖ（４００５４）　ISKIAP202　【代引き不可・配送時間指定不可】,【業務用】 オレンジブック2017掲載。育良　エアープラズマカッター　２００Ｖ（４００５４）　ISKIAP202　【代引き不可・配送時間指定不可】[rn]
30-10674,http://tshop.r10s.jp/kougubako/cabinet/orange2017/trs31/trs4622456.jpg?fitin=700:700,139930.4000,,花・ガーデン・DIY > DIY・工具 > その他,中央　スポット溶接機用タイマー　CK4815,【業務用】 オレンジブック2017掲載,<b>メーカー／（株）中央製作所</b><br><br>【特長】<br>●パネル設定の禁止機能付です。●波形の組み合わせが自由自在です。●打点数、生産数、総打点数カウンタ付です。●テンキーによるダイレクト設定が可能です。●2段で電流を表示。一目で分かります。●最大31通りの溶接条件を記憶します。（15CH/31CH切替え式）<br><br>【仕様】<br>●幅(mm):90●奥行(mm):300●高さ(mm):325●チャンネル:4/15(5/31)●通電段数:3段●時間制御:0～99サイクル●電流設定(kA):2～50●入力電源:単相100V●打点数、生産数、総打点数カウンタ付です。<br><br>【質量】　6KG<br><br>【原産国】　日本<br><br>【2017　オレンジブック掲載】　4 1938　ページ≪メーカー在庫品≫■商品コード：trs4622456　●幅(mm):90●奥行(mm):300●高さ(mm):325●チャンネル:4/15(5/31)●通電段数:3段●時間制御:0～99サイクル●電流設定(kA):2～50●入力電源:単相100V●打点数、生産数、総打点数カウンタ付です。,中央　スポット溶接機用タイマー　CK4815：工具箱　楽天市場店,中央　スポット溶接機用タイマー　CK4815,【業務用】 オレンジブック2017掲載。中央　スポット溶接機用タイマー　CK4815[rn]
30-10675,http://tshop.r10s.jp/kougubako/cabinet/orange2017/trs31/trs4615212.jpg?fitin=700:700,364849.6000,,花・ガーデン・DIY > DIY・工具 > その他,大同　タイマー内臓型スポット溶接機　空冷手加圧　溶接能力　２．５＋２．５　ART7902,【業務用】 オレンジブック2017掲載,<b>メーカー／大同興業（株）</b><br><br>【特長】<br>●ガンとトランスが一体型で、タイマーを内蔵した軽量・小型・手持ちミニスポット溶接機です。●低入力で大出力が得られます。●さまざまな加工に応じたアームとチップがあります。●連続作業に適した水冷式のタイプも用意しています。<br><br>【用途】<br>●製缶、看板、板金加工、シャッターなどの溶接に。<br><br>【仕様】<br>●幅(mm):370●奥行(mm):90●高さ(mm):230●定格入力電圧(V):単相200●最大溶接電流(kA):6.55●定格容量(kVA):2.5●溶接能力(mm)片面:-●溶接能力(mm)両面:2.5●溶接能力:2.5×2.5mm<br><br>【質量】　11KG<br><br>【原産国】　イタリア<br><br>【2017　オレンジブック掲載】　4 1937　ページ≪メーカー在庫品≫■商品コード：trs4615212　●幅(mm):370●奥行(mm):90●高さ(mm):230●定格入力電圧(V):単相200●最大溶接電流(kA):6.55●定格容量(kVA):2.5●溶接能力(mm)片面:-●溶接能力(mm)両面:2.5●溶接能力:2.5×2.5mm,大同　タイマー内臓型スポット溶接機　空冷手加圧　溶接能力　２．５＋２．５　ART7902：工具箱　楽天市場店,大同　タイマー内臓型スポット溶接機　空冷手加圧　溶接能力　２．５＋２．５　ART7902,【業務用】 オレンジブック2017掲載。大同　タイマー内臓型スポット溶接機　空冷手加圧　溶接能力　２．５＋２．５　ART7902[rn]
30-10676,http://tshop.r10s.jp/kougubako/cabinet/orange2017/trs31/trs4615417.jpg?fitin=700:700,517665.6000,,花・ガーデン・DIY > DIY・工具 > その他,大同　ユニプロッドポータブルスポット溶接機　空冷式　UP10D　 【代引き不可・配送時間指定不可】,【業務用】 オレンジブック2017掲載,<b>メーカー／大同興業（株）</b><br><br>【特長】<br>●フトコロに制限がなく片面より2枚の鋼板の点溶接ができ、自動制御装置はトランジスターによる特殊回路を採用しているので、溶接時間は自由に調整できます。●小型、軽量で、台車式です。●電極冶具はケーブルの先端に付いているので自由自在に作業が行えます。●8kVAの定格容量で自動タイマー付ですので、消費電力は極めて少なく故障がありません。<br><br>【用途】<br>●保管庫、金庫、冷暖房工事、配電盤、ダクト工事の溶接作業に。●薄い鉄板溶接に。<br><br>【仕様】<br>●定格入力電圧(V):単相200●最大溶接電流(kA):4●定格容量(kVA):8●幅(mm):250●奥行(mm):422●高さ(mm):390●溶接能力(mm)片面:1●溶接能力(mm)両面:1.6●梱包寸法(mm)縦X横X高さ:300X600X560●梱包重量(kg):50●溶接能力(片面):1.0mm●溶接能力(両面):1.6mm●電流調整範囲(%):15～100<br><br>【質量】　49KG<br><br>【原産国】　日本<br><br>【2017　オレンジブック掲載】　4 1937　ページ≪メーカー直送品≫■商品コード：trs4615417　●定格入力電圧(V):単相200●最大溶接電流(kA):4●定格容量(kVA):8●幅(mm):250●奥行(mm):422●高さ(mm):390●溶接能力(mm)片面:1●溶接能力(mm)両面:1.6●梱包寸法(mm)縦X横X高さ:300X600X560●梱包重量(kg):50●溶接能力(片面):1.0mm●溶接能力(両面):1.6mm●電流調整範囲(%):15～100,大同　ユニプロッドポータブルスポット溶接機　空冷式　UP10D　 【代引き不可・配送時間指定不可】：工具箱　楽天市場店,大同　ユニプロッドポータブルスポット溶接機　空冷式　UP10D　 【代引き不可・配送時間指定不可】,【業務用】 オレンジブック2017掲載。大同　ユニプロッドポータブルスポット溶接機　空冷式　UP10D　 【代引き不可・配送時間指定不可】[rn]
30-10677,http://tshop.r10s.jp/kougubako/cabinet/orange2017/trs31/trs4625650.jpg?fitin=700:700,245419.2000,,花・ガーデン・DIY > DIY・工具 > その他,デンヨー　小型エンジン溶接機　車輪無し　GAW135　【代引き不可・配送時間指定不可】,【業務用】 オレンジブック2017掲載,<b>メーカー／デンヨー（株）</b><br><br>【特長】<br>●軽量・コンパクトタイプです。●永久磁石式回転界磁形新ブラシレス方式です。（デンヨー独自）●優れた安定性と大出力です。●交流電源はあらゆる電気器具に対応します。●リコイル始動です。<br><br>【用途】<br>●電源のない現場での溶接作業に。<br><br>【仕様】<br>●溶接棒径(mm):2.0～3.2●出力(kVA):1.5●騒音(dB):72●タンク容量(L):7●幅(mm):540●奥行(mm):435●高さ(mm):465●電流範囲(A):DC40～135●使用率(%):40●エンジン:ホンダ●電圧(V):単相100●国土交通省排ガス対策機「対象外」商品●エンジン:ホンダ●連続運転時間:約6.6時間●使用燃料:無鉛レギュラーガソリン<br><br>【セット内容／付属品】<br>●なし<br><br>【質量】　49KG<br><br>【原産国】　日本<br><br>【2017　オレンジブック掲載】　4 1933　ページ≪メーカー直送品≫■商品コード：trs4625650　●溶接棒径(mm):2.0～3.2●出力(kVA):1.5●騒音(dB):72●タンク容量(L):7●幅(mm):540●奥行(mm):435●高さ(mm):465●電流範囲(A):DC40～135●使用率(%):40●エンジン:ホンダ●電圧(V):単相100●国土交通省排ガス対策機「対象外」商品●エンジン:ホンダ●連続運転時間:約6.6時間●使用燃料:無鉛レギュラーガソリン,デンヨー　小型エンジン溶接機　車輪無し　GAW135　【代引き不可・配送時間指定不可】：工具箱　楽天市場店,デンヨー　小型エンジン溶接機　車輪無し　GAW135　【代引き不可・配送時間指定不可】,【業務用】 オレンジブック2017掲載。デンヨー　小型エンジン溶接機　車輪無し　GAW135　【代引き不可・配送時間指定不可】[rn]
30-10678,http://tshop.r10s.jp/kougubako/cabinet/default/orangebook.jpg?fitin=700:700,202143.2000,,花・ガーデン・DIY > DIY・工具 > その他,新ダイワ　エンジン溶接機　１３５Ａ　EGW135　【代引き不可・配送時間指定不可】,【業務用】 オレンジブック2017掲載,<b>メーカー／（株）やまびこ</b><br><br>【特長】<br>●溶接負荷に応じて、最適なエンジン回転を制御します。●過酷な使用条件に適した熱効率のよりサイクロコンバータ方式です。●機能的で便利な集中操作パネルです。<br><br>【用途】<br>●建築土木作業に。●建築土木<br><br>【仕様】<br>●溶接棒径(mm):2.0～3.2●出力(kVA):1.8●騒音(dB):68●タンク容量(L):8.2●幅(mm):427●奥行(mm):580●高さ(mm):460●電流範囲(A):DC40～130●使用率(%):40●電圧(V):単相100●エンジン:GX200（ホンダ）●連続運転時間：7.0時間(溶接)、5.0時間（発電）●軽量小型で便利な溶接発電兼用機。<br><br>【セット内容／付属品】<br>●マニアル●プラグレンチ<br><br>【質量】　49KG<br><br>【原産国】　日本<br><br>【2017　オレンジブック掲載】　4 1933　ページ≪メーカー在庫品≫■商品コード：trs7587872　●溶接棒径(mm):2.0～3.2●出力(kVA):1.8●騒音(dB):68●タンク容量(L):8.2●幅(mm):427●奥行(mm):580●高さ(mm):460●電流範囲(A):DC40～130●使用率(%):40●電圧(V):単相100●エンジン:GX200（ホンダ）●連続運転時間：7.0時間(溶接)、5.0時間（発電）●軽量小型で便利な溶接発電兼用機。,新ダイワ　エンジン溶接機　１３５Ａ　EGW135　【代引き不可・配送時間指定不可】：工具箱　楽天市場店,新ダイワ　エンジン溶接機　１３５Ａ　EGW135　【代引き不可・配送時間指定不可】,【業務用】 オレンジブック2017掲載。新ダイワ　エンジン溶接機　１３５Ａ　EGW135　【代引き不可・配送時間指定不可】[rn]
30-10679,http://tshop.r10s.jp/kougubako/cabinet/default/orangebook.jpg?fitin=700:700,22011.2000,,花・ガーデン・DIY > DIY・工具 > その他,ＳＨＴ　三面ブラケット　２個入り　T60334K02,【業務用】 オレンジブック2017掲載,<b>メーカー／Ｓｔｒｏｎｇ　Ｈａｎｄ　Ｔｏｏｌｓ</b><br><br>【特長】<br>●ワークを固定する際に便利なブラケットです。<br><br>【用途】<br>●各種溶接作業に。<br><br>【仕様】<br>●幅×奥行×高さ(mm):150×135×30●厚み（mm）:50●スロット長(mm):121●穴数:8＋2●溶接テーブルTDJKM-100専用<br><br>【材質／仕上】<br>●炭素鋼（S45C）<br><br>【質量】　4KG<br><br>【原産国】　中国<br><br>【2017　オレンジブック掲載】　4 1943　ページ■商品コード：trs8188523　●幅×奥行×高さ(mm):150×135×30●厚み（mm）:50●スロット長(mm):121●穴数:8＋2●溶接テーブルTDJKM-100専用,ＳＨＴ　三面ブラケット　２個入り　T60334K02：工具箱　楽天市場店,ＳＨＴ　三面ブラケット　２個入り　T60334K02,【業務用】 オレンジブック2017掲載。ＳＨＴ　三面ブラケット　２個入り　T60334K02[rn]
30-10680,http://tshop.r10s.jp/kougubako/cabinet/orange2017/trs47/trs8188514.jpg?fitin=700:700,3822.4000,,花・ガーデン・DIY > DIY・工具 > その他,ＳＨＴ　Ｖブロック　マグネットタイプ　４個入り　T64217K04,【業務用】 オレンジブック2017掲載,<b>メーカー／Ｓｔｒｏｎｇ　Ｈａｎｄ　Ｔｏｏｌｓ</b><br><br>【特長】<br>●丸管の保持に最適なマグネットタイプのＶ字型ブロックです。<br><br>【用途】<br>●各種溶接作業に。<br><br>【仕様】<br>●直径×高さ(mm）:37×12●溶接テーブルTDJKM-100専用<br><br>【材質／仕上】<br>●アルミ合金鋼（AC3A）<br><br>【質量】　0.44KG<br><br>【原産国】　中国<br><br>【2017　オレンジブック掲載】　4 1943　ページ■商品コード：trs8188514　●直径×高さ(mm）:37×12●溶接テーブルTDJKM-100専用,ＳＨＴ　Ｖブロック　マグネットタイプ　４個入り　T64217K04：工具箱　楽天市場店,ＳＨＴ　Ｖブロック　マグネットタイプ　４個入り　T64217K04,【業務用】 オレンジブック2017掲載。ＳＨＴ　Ｖブロック　マグネットタイプ　４個入り　T64217K04[rn]
